image_id,path,label,generator,generator_id,original_dataset,original_split,original_filename,shard,file_size,exists,readable,format,format_magic,width,height,aspect_ratio,image_mode,channels,file_size_bytes,exact_sha256,issue
pilot_001890,data/raw/tiny-genimage/images/Real/n01753488_17698.JPEG,0,Real,0,Tiny-GenImage,train,n01753488_17698.JPEG,data/train-00000-of-00014.parquet,84031,True,True,JPEG,JPEG,550,381,1.44357,RGB,3,84031,cd6b333b09afb6866d4f984712c19e4df3f6f12a424156d6d7fbae8d4e676306,
pilot_001891,data/raw/tiny-genimage/images/ADM/15_adm_75.PNG,1,ADM,1,Tiny-GenImage,train,15_adm_75.PNG,data/train-00000-of-00014.parquet,113707,True,True,PNG,PNG,256,256,1.0,RGBA,4,113707,8a5ce35ac7457006c13b8f287dab0925348bb3ccbc5286e8f90c6eed8581019b,unexpected_mode:RGBA
pilot_001892,data/raw/tiny-genimage/images/Real/n01753488_19503.JPEG,0,Real,0,Tiny-GenImage,train,n01753488_19503.JPEG,data/train-00000-of-00014.parquet,83927,True,True,JPEG,JPEG,620,465,1.333333,RGB,3,83927,2fae052fb4151a1994d039e0f99f0f25b202ae4ba19fb6ec59d3f5c37693e057,
pilot_001893,data/raw/tiny-genimage/images/BigGAN/073_biggan_00098.png,1,BigGAN,2,Tiny-GenImage,train,073_biggan_00098.png,data/train-00000-of-00014.parquet,27920,True,True,PNG,PNG,128,128,1.0,RGB,3,27920,cc104e5307b0f60d5bef33fb91a09a6127541f962826c42a0b7ebef20d772624,
pilot_001894,data/raw/tiny-genimage/images/Real/n01806143_13541.JPEG,0,Real,0,Tiny-GenImage,train,n01806143_13541.JPEG,data/train-00000-of-00014.parquet,266774,True,True,JPEG,JPEG,340,500,0.68,RGB,3,266774,3c223cb36bc0d27f920f40b678cd21adca53c146015a6ec9ce7554ff8f979bef,
pilot_001895,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_075_glide_00047.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_075_glide_00047.png,data/train-00000-of-00014.parquet,109483,True,True,PNG,PNG,256,256,1.0,RGB,3,109483,ad9f8ed66ee32e00999d883ac5c9257e62ea7583bb80eee90c7db70ea04a5e45,
pilot_001896,data/raw/tiny-genimage/images/Real/n01753488_2387.JPEG,0,Real,0,Tiny-GenImage,train,n01753488_2387.JPEG,data/train-00000-of-00014.parquet,97796,True,True,JPEG,JPEG,461,576,0.800347,RGB,3,97796,61181d080db3d9291dce9ba4cec249da70461422daee806ecf1deeb58aac21b9,
pilot_001897,data/raw/tiny-genimage/images/Midjourney/154_midjourney_29.png,1,Midjourney,4,Tiny-GenImage,train,154_midjourney_29.png,data/train-00000-of-00014.parquet,1565088,True,True,PNG,PNG,1024,1024,1.0,RGB,3,1565088,fdd5097b7fd46ee1adaa177acc34eeac0d77f688ede2c9a0f0ac019704766b9e,
pilot_001898,data/raw/tiny-genimage/images/Real/n01740131_14977.JPEG,0,Real,0,Tiny-GenImage,train,n01740131_14977.JPEG,data/train-00000-of-00014.parquet,24669,True,True,JPEG,JPEG,415,300,1.383333,RGB,3,24669,ae702b4e56078b27875ae4378f66a4a8815f8cd43261a9cbbe47b63f27dcfb4d,
pilot_001899,data/raw/tiny-genimage/images/SD15/062_sdv5_00073.png,1,SD15,6,Tiny-GenImage,train,062_sdv5_00073.png,data/train-00000-of-00014.parquet,521108,True,True,PNG,PNG,512,512,1.0,RGB,3,521108,16e907065035548e5beb3f31735977b72a4d6e2b18f64f959f0f29c1f3745bcd,
pilot_001900,data/raw/tiny-genimage/images/Real/n01740131_804.JPEG,0,Real,0,Tiny-GenImage,train,n01740131_804.JPEG,data/train-00000-of-00014.parquet,113465,True,True,JPEG,JPEG,500,281,1.779359,RGB,3,113465,8cb97cf128a441251f0adcb06997377d867d45608be7cd8ac1df2116ad7dfedb,
pilot_001901,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_082_vqdm_00180.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_082_vqdm_00180.png,data/train-00000-of-00014.parquet,126241,True,True,PNG,PNG,256,256,1.0,RGB,3,126241,22c373e98156a8f6cdb25b780f71657ade3b7c6b04e2378f1fc43504bce3b5f0,
pilot_001902,data/raw/tiny-genimage/images/Real/n01770393_27092.JPEG,0,Real,0,Tiny-GenImage,train,n01770393_27092.JPEG,data/train-00000-of-00014.parquet,130572,True,True,JPEG,JPEG,500,377,1.32626,RGB,3,130572,1a0fd33a70cbd3fb2e15a323f55976346d4bd0b829a4eb3585614b8f3e153d3f,
pilot_001903,data/raw/tiny-genimage/images/Wukong/156_wukong_image33.png,1,Wukong,8,Tiny-GenImage,train,156_wukong_image33.png,data/train-00000-of-00014.parquet,373993,True,True,PNG,PNG,512,512,1.0,RGB,3,373993,034a2a15f0a511234544a028c8ce45bf3f53c58691346f6a311dac76a66533ea,
pilot_001904,data/raw/tiny-genimage/images/Real/n01753488_18820.JPEG,0,Real,0,Tiny-GenImage,train,n01753488_18820.JPEG,data/train-00000-of-00014.parquet,212276,True,True,JPEG,JPEG,800,533,1.500938,RGB,3,212276,2f31a5d862f322a439297888a908fdd9d5de0bac3ab841e6576c0f994a1daae3,
pilot_001905,data/raw/tiny-genimage/images/ADM/161_adm_146.PNG,1,ADM,1,Tiny-GenImage,train,161_adm_146.PNG,data/train-00000-of-00014.parquet,112433,True,True,PNG,PNG,256,256,1.0,RGBA,4,112433,11d0abc40c0a95b67a9f4cb160cbf60b913092409ad3e3944154353e4a36a025,unexpected_mode:RGBA
pilot_001906,data/raw/tiny-genimage/images/Real/n01755581_11191.JPEG,0,Real,0,Tiny-GenImage,train,n01755581_11191.JPEG,data/train-00000-of-00014.parquet,219683,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,219683,a59d954e1e333dbe0bf9047700aa8389deaf7b2106fd27c173a580d62325080c,
pilot_001907,data/raw/tiny-genimage/images/BigGAN/073_biggan_00131.png,1,BigGAN,2,Tiny-GenImage,train,073_biggan_00131.png,data/train-00000-of-00014.parquet,26366,True,True,PNG,PNG,128,128,1.0,RGB,3,26366,51d2c0fde0ee52fb48858784564aa260f1a26e6ec2207ffd9e349b0a96472a9a,
pilot_001908,data/raw/tiny-genimage/images/Real/n01806143_14098.JPEG,0,Real,0,Tiny-GenImage,train,n01806143_14098.JPEG,data/train-00000-of-00014.parquet,209344,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,209344,29550c56f0f7e159be0cb58e19bda6bc5a1ff73c91644e7cc2a6abacf2d0433f,
pilot_001909,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_075_glide_00069.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_075_glide_00069.png,data/train-00000-of-00014.parquet,83080,True,True,PNG,PNG,256,256,1.0,RGB,3,83080,b2b8dc4dd7c24834fe2ecf33e19c800d54ca09f13cfb1c2237159d3f693060c9,
pilot_001910,data/raw/tiny-genimage/images/Real/n01755581_4879.JPEG,0,Real,0,Tiny-GenImage,train,n01755581_4879.JPEG,data/train-00000-of-00014.parquet,89339,True,True,JPEG,JPEG,500,336,1.488095,RGB,3,89339,20a7794801e261ad32aaf42b136cd325988574dfa5325e316d3953d7ea9247fe,
pilot_001911,data/raw/tiny-genimage/images/Midjourney/154_midjourney_78.png,1,Midjourney,4,Tiny-GenImage,train,154_midjourney_78.png,data/train-00000-of-00014.parquet,1534315,True,True,PNG,PNG,1024,1024,1.0,RGB,3,1534315,b87bc5809650a41d9bc5266ed4d5338737867c9ccdf9b6f871249dc9a14cabc1,
pilot_001912,data/raw/tiny-genimage/images/Real/n01740131_17089.JPEG,0,Real,0,Tiny-GenImage,train,n01740131_17089.JPEG,data/train-00000-of-00014.parquet,195334,True,True,JPEG,JPEG,500,334,1.497006,RGB,3,195334,756060770a6160a3aa9cf5e123169f6d88579ad732ffb861be197af51ec841e9,
pilot_001913,data/raw/tiny-genimage/images/SD15/062_sdv5_00076.png,1,SD15,6,Tiny-GenImage,train,062_sdv5_00076.png,data/train-00000-of-00014.parquet,487402,True,True,PNG,PNG,512,512,1.0,RGB,3,487402,649a1dcf3b2774c3f583ce565a747032d317dd78b0d4c02613223fe62dacff11,
pilot_001914,data/raw/tiny-genimage/images/Real/n01740131_9141.JPEG,0,Real,0,Tiny-GenImage,train,n01740131_9141.JPEG,data/train-00000-of-00014.parquet,61366,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,61366,8616a8cfe7fad0d835b0fc4e172783809ec2c868f69edd8ec5e8c96535f41cdb,
pilot_001915,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_082_vqdm_00182.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_082_vqdm_00182.png,data/train-00000-of-00014.parquet,171362,True,True,PNG,PNG,256,256,1.0,RGB,3,171362,3a78c9dbda2882853ce8bd79cbcc4aeffdb014f27a3dde2ee5ba8036f238cc9f,
pilot_001916,data/raw/tiny-genimage/images/Real/n01770393_4378.JPEG,0,Real,0,Tiny-GenImage,train,n01770393_4378.JPEG,data/train-00000-of-00014.parquet,200477,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,200477,4608a0a85caa79907c60c00ac6c43700f39436031fecd0f730ec80188f5ccd26,
pilot_001917,data/raw/tiny-genimage/images/Wukong/157_wukong_image190.png,1,Wukong,8,Tiny-GenImage,train,157_wukong_image190.png,data/train-00000-of-00014.parquet,487276,True,True,PNG,PNG,512,512,1.0,RGB,3,487276,32237e854e7b21c15ab46e02e5f82c58bc9da20d23fbc311a3069d19cc76856a,
pilot_001918,data/raw/tiny-genimage/images/Real/n01753488_20050.JPEG,0,Real,0,Tiny-GenImage,train,n01753488_20050.JPEG,data/train-00000-of-00014.parquet,12350,True,True,JPEG,JPEG,200,150,1.333333,RGB,3,12350,51cb099dccabee8176de3e78dc0b49aab690eb23212946471beddbe7942fb50e,
pilot_001919,data/raw/tiny-genimage/images/ADM/161_adm_161.PNG,1,ADM,1,Tiny-GenImage,train,161_adm_161.PNG,data/train-00000-of-00014.parquet,94634,True,True,PNG,PNG,256,256,1.0,RGBA,4,94634,f2f9be38a9ae17efea3e5e309abe6b155a7eb808babd173d9c6756adb9770093,unexpected_mode:RGBA
pilot_001920,data/raw/tiny-genimage/images/Real/n01755581_15111.JPEG,0,Real,0,Tiny-GenImage,train,n01755581_15111.JPEG,data/train-00000-of-00014.parquet,168580,True,True,JPEG,JPEG,357,500,0.714,RGB,3,168580,555710cf731ba86f9310bc9c01c679f3ec372080f19b14f70249ba3d9f5692ca,
pilot_001921,data/raw/tiny-genimage/images/BigGAN/073_biggan_00141.png,1,BigGAN,2,Tiny-GenImage,train,073_biggan_00141.png,data/train-00000-of-00014.parquet,15781,True,True,PNG,PNG,128,128,1.0,RGB,3,15781,c4b94042473aee8122ee257910cfe298c1d4e3b8efd4f883de96cbfedaaa399f,
pilot_001922,data/raw/tiny-genimage/images/Real/n01806567_10923.JPEG,0,Real,0,Tiny-GenImage,train,n01806567_10923.JPEG,data/train-00000-of-00014.parquet,181461,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,181461,8e5d4714c516b5301f4dff77a8f5b22f2ec5b4138461ea79bc910c3c38673759,
pilot_001923,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_075_glide_00096.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_075_glide_00096.png,data/train-00000-of-00014.parquet,57801,True,True,PNG,PNG,256,256,1.0,RGB,3,57801,c8b26edae18ceefb2fba863cf9d2cd413e5a4ac607d26281b0741788750f428b,
pilot_001924,data/raw/tiny-genimage/images/Real/n01756291_11137.JPEG,0,Real,0,Tiny-GenImage,train,n01756291_11137.JPEG,data/train-00000-of-00014.parquet,169094,True,True,JPEG,JPEG,640,480,1.333333,RGB,3,169094,97d3d72b0ffafc30b609f86bd6caf4a6640cd3732f6f4e1d61489d2a48a042ba,
pilot_001925,data/raw/tiny-genimage/images/Midjourney/155_midjourney_137.png,1,Midjourney,4,Tiny-GenImage,train,155_midjourney_137.png,data/train-00000-of-00014.parquet,1009022,True,True,PNG,PNG,1024,1024,1.0,RGB,3,1009022,bd362bd6d55b9c2e4c33356c44b40f958b74f01c0300748f5d9cf5251769a63d,
pilot_001926,data/raw/tiny-genimage/images/Real/n01740131_17594.JPEG,0,Real,0,Tiny-GenImage,train,n01740131_17594.JPEG,data/train-00000-of-00014.parquet,192821,True,True,JPEG,JPEG,500,333,1.501502,RGB,3,192821,9f008fc6ee82c1df7b21de69a693135607425c3c6e841ca7a933e2577484ad23,
pilot_001927,data/raw/tiny-genimage/images/SD15/063_sdv5_00040.png,1,SD15,6,Tiny-GenImage,train,063_sdv5_00040.png,data/train-00000-of-00014.parquet,447388,True,True,PNG,PNG,512,512,1.0,RGB,3,447388,0e7439f71210fcbe3c1a793d8336745105ebaba1df55046b446947e87e52a2b3,
pilot_001928,data/raw/tiny-genimage/images/Real/n01742172_12887.JPEG,0,Real,0,Tiny-GenImage,train,n01742172_12887.JPEG,data/train-00000-of-00014.parquet,124022,True,True,JPEG,JPEG,436,500,0.872,RGB,3,124022,9f1b5c0daf0c3b75ed5baeacdd7c336b151873c032af089b13b2fd16554186d2,
pilot_001929,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_083_vqdm_00052.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_083_vqdm_00052.png,data/train-00000-of-00014.parquet,135583,True,True,PNG,PNG,256,256,1.0,RGB,3,135583,a5807314428ecae70d176bfe42bcba94dec33fe7ae415fa28ed0e2de5cc00e6b,
pilot_001930,data/raw/tiny-genimage/images/Real/n01773157_3677.JPEG,0,Real,0,Tiny-GenImage,train,n01773157_3677.JPEG,data/train-00000-of-00014.parquet,170632,True,True,JPEG,JPEG,500,352,1.420455,RGB,3,170632,9263332d5641d808631fd2429bbb3f2a3a032757393c98df57fbaf2b704636ae,
pilot_001931,data/raw/tiny-genimage/images/Wukong/159_wukong_image144.png,1,Wukong,8,Tiny-GenImage,train,159_wukong_image144.png,data/train-00000-of-00014.parquet,498604,True,True,PNG,PNG,512,512,1.0,RGB,3,498604,517333bb5068047c243749863cf44b646acfcbcb615e2c963de9e41d90e6fded,
pilot_001932,data/raw/tiny-genimage/images/Real/n01753488_7383.JPEG,0,Real,0,Tiny-GenImage,train,n01753488_7383.JPEG,data/train-00000-of-00014.parquet,6713,True,True,JPEG,JPEG,170,136,1.25,RGB,3,6713,42066c90e47e05fe3bd7e79f086682694576b7452e1f621cf2ec7a4dc15a7dda,
pilot_001933,data/raw/tiny-genimage/images/ADM/162_adm_104.PNG,1,ADM,1,Tiny-GenImage,train,162_adm_104.PNG,data/train-00000-of-00014.parquet,120766,True,True,PNG,PNG,256,256,1.0,RGBA,4,120766,624cd10907b06ab3467331faca54fe266b530a68f07c87db5a8aca1029341099,unexpected_mode:RGBA
pilot_001934,data/raw/tiny-genimage/images/Real/n01755581_209.JPEG,0,Real,0,Tiny-GenImage,train,n01755581_209.JPEG,data/train-00000-of-00014.parquet,169603,True,True,JPEG,JPEG,450,381,1.181102,RGB,3,169603,1661d55983fee735ab9b929553f3796a5baa7e8bdb03e6dd536016511480e35a,
pilot_001935,data/raw/tiny-genimage/images/BigGAN/073_biggan_00176.png,1,BigGAN,2,Tiny-GenImage,train,073_biggan_00176.png,data/train-00000-of-00014.parquet,26938,True,True,PNG,PNG,128,128,1.0,RGB,3,26938,45381225df91cabba16edd416456575dc4c8a891c204b1e030d65c3069e5cb0c,
pilot_001936,data/raw/tiny-genimage/images/Real/n01806567_23136.JPEG,0,Real,0,Tiny-GenImage,train,n01806567_23136.JPEG,data/train-00000-of-00014.parquet,150413,True,True,JPEG,JPEG,500,353,1.416431,RGB,3,150413,3d019f48c7534056db9e605fcba13416f3c4071141e031ce886a4ab897ec01fa,
pilot_001937,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_075_glide_00145.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_075_glide_00145.png,data/train-00000-of-00014.parquet,70722,True,True,PNG,PNG,256,256,1.0,RGB,3,70722,335e191e15ea6451807e4300f43dd726bd5b2ad369c23171888b43de92c0e231,
pilot_001938,data/raw/tiny-genimage/images/Real/n01756291_17950.JPEG,0,Real,0,Tiny-GenImage,train,n01756291_17950.JPEG,data/train-00000-of-00014.parquet,164645,True,True,JPEG,JPEG,500,312,1.602564,RGB,3,164645,6981065beedb1266b606b5ce1f865db5cdc5e9d1fc771e94804287dad0f08f52,
pilot_001939,data/raw/tiny-genimage/images/Midjourney/155_midjourney_36.png,1,Midjourney,4,Tiny-GenImage,train,155_midjourney_36.png,data/train-00000-of-00014.parquet,1500635,True,True,PNG,PNG,1024,1024,1.0,RGB,3,1500635,a5f1363e61789511fad1b3965078e0e0f802ebdd66b2a4c3da2f2d2b12527696,
pilot_001940,data/raw/tiny-genimage/images/Real/n01740131_20335.JPEG,0,Real,0,Tiny-GenImage,train,n01740131_20335.JPEG,data/train-00000-of-00014.parquet,118565,True,True,JPEG,JPEG,500,288,1.736111,RGB,3,118565,cc76ce0996039922959ffb8de0c67307df8013a05b1c69a47b15853418c068ea,
pilot_001941,data/raw/tiny-genimage/images/SD15/064_sdv5_00179.png,1,SD15,6,Tiny-GenImage,train,064_sdv5_00179.png,data/train-00000-of-00014.parquet,417721,True,True,PNG,PNG,512,512,1.0,RGB,3,417721,06893cdcd7b92443c818edcb523fbd096a6d64f25c588abc492dca60f1a14069,
pilot_001942,data/raw/tiny-genimage/images/Real/n01742172_7445.JPEG,0,Real,0,Tiny-GenImage,train,n01742172_7445.JPEG,data/train-00000-of-00014.parquet,149774,True,True,JPEG,JPEG,640,480,1.333333,RGB,3,149774,c54c65d07ab9fb14fd30df4adedaf1b895ba0c7136d1b830feeaa3fad416dc54,
pilot_001943,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_083_vqdm_00126.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_083_vqdm_00126.png,data/train-00000-of-00014.parquet,106030,True,True,PNG,PNG,256,256,1.0,RGB,3,106030,04f679d464c4965845422162f36cfb0321d7693825e321ffcc3b75edcfcc65b8,
pilot_001944,data/raw/tiny-genimage/images/Real/n01773549_1954.JPEG,0,Real,0,Tiny-GenImage,train,n01773549_1954.JPEG,data/train-00000-of-00014.parquet,105720,True,True,JPEG,JPEG,500,334,1.497006,RGB,3,105720,266ea86dbf2bbf48aacbab9e9a25cd885b6516d19af4bb3e68e06458c9956a7d,
pilot_001945,data/raw/tiny-genimage/images/Wukong/159_wukong_image51.png,1,Wukong,8,Tiny-GenImage,train,159_wukong_image51.png,data/train-00000-of-00014.parquet,461734,True,True,PNG,PNG,512,512,1.0,RGB,3,461734,91c149a90334974e3ae7f98462154c9ec2dbfab8e8f7a3f0c77fc7a5b3d82bf8,
pilot_001946,data/raw/tiny-genimage/images/Real/n01755581_3837.JPEG,0,Real,0,Tiny-GenImage,train,n01755581_3837.JPEG,data/train-00000-of-00014.parquet,139921,True,True,JPEG,JPEG,500,317,1.577287,RGB,3,139921,13992fabff9cbd1cd9e5423ff77f7ce9afb5034b5ff9c885e49db3c891a22584,
pilot_001947,data/raw/tiny-genimage/images/ADM/162_adm_11.PNG,1,ADM,1,Tiny-GenImage,train,162_adm_11.PNG,data/train-00000-of-00014.parquet,127755,True,True,PNG,PNG,256,256,1.0,RGBA,4,127755,f87de7549c48a5241cb300d014850fa4f1b5aff13cf8df67ee2932a300730c99,unexpected_mode:RGBA
pilot_001948,data/raw/tiny-genimage/images/Real/n01755581_2675.JPEG,0,Real,0,Tiny-GenImage,train,n01755581_2675.JPEG,data/train-00000-of-00014.parquet,118497,True,True,JPEG,JPEG,500,333,1.501502,RGB,3,118497,3f07cf8105542e05e648967414fb304449ec21d42112181b0c5aa6544f5df17d,
pilot_001949,data/raw/tiny-genimage/images/BigGAN/073_biggan_00186.png,1,BigGAN,2,Tiny-GenImage,train,073_biggan_00186.png,data/train-00000-of-00014.parquet,39169,True,True,PNG,PNG,128,128,1.0,RGB,3,39169,4314f86e7f21d84fcf079849c1ba1988386fe2c0ec2799d756b3814a962b11ba,
pilot_001950,data/raw/tiny-genimage/images/Real/n01806567_5784.JPEG,0,Real,0,Tiny-GenImage,train,n01806567_5784.JPEG,data/train-00000-of-00014.parquet,155921,True,True,JPEG,JPEG,338,500,0.676,RGB,3,155921,9a46234a7bea5336ef2b68bcbbcfae2b4a882e76bcfc8896c733eb4f118bb241,
pilot_001951,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_075_glide_00162.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_075_glide_00162.png,data/train-00000-of-00014.parquet,87301,True,True,PNG,PNG,256,256,1.0,RGB,3,87301,fa6fb90fd4ee5439ed7ae0726fb7c29e1fd0bc48856a62627a02b0ce87ce3b78,
pilot_001952,data/raw/tiny-genimage/images/Real/n01768244_467.JPEG,0,Real,0,Tiny-GenImage,train,n01768244_467.JPEG,data/train-00000-of-00014.parquet,106547,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,106547,115262e3f113ae2228c6d406281a73d46add997bc353761292ee8ce461ee6b8a,
pilot_001953,data/raw/tiny-genimage/images/Midjourney/156_midjourney_29.png,1,Midjourney,4,Tiny-GenImage,train,156_midjourney_29.png,data/train-00000-of-00014.parquet,1097020,True,True,PNG,PNG,1024,1024,1.0,RGB,3,1097020,322527db057b13f72fe2868edd36f3b24d09e053aa57d52127f27ce0f7e6981e,
pilot_001954,data/raw/tiny-genimage/images/Real/n01740131_5515.JPEG,0,Real,0,Tiny-GenImage,train,n01740131_5515.JPEG,data/train-00000-of-00014.parquet,190618,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,190618,4293abb5d0d983ac77649fbf42c228ce6140e5a691e96545980b143eafe55f26,
pilot_001955,data/raw/tiny-genimage/images/SD15/065_sdv5_00040.png,1,SD15,6,Tiny-GenImage,train,065_sdv5_00040.png,data/train-00000-of-00014.parquet,533065,True,True,PNG,PNG,512,512,1.0,RGB,3,533065,433b3d14f23c98c469cc940a3f2cba48b8c9c12d9d75439b86ab0ee678aded01,
pilot_001956,data/raw/tiny-genimage/images/Real/n01744401_22748.JPEG,0,Real,0,Tiny-GenImage,train,n01744401_22748.JPEG,data/train-00000-of-00014.parquet,79436,True,True,JPEG,JPEG,333,500,0.666,RGB,3,79436,5df50838e39ce17bbf1ad76bd20a5e04f0466477dfaf90c725e071462509be91,
pilot_001957,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_084_vqdm_00086.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_084_vqdm_00086.png,data/train-00000-of-00014.parquet,146343,True,True,PNG,PNG,256,256,1.0,RGB,3,146343,8960f1094077362c41f1f2a4df66a3e2c282cfc449ba6a4fa1ee039416cec3ed,
pilot_001958,data/raw/tiny-genimage/images/Real/n01773549_4475.JPEG,0,Real,0,Tiny-GenImage,train,n01773549_4475.JPEG,data/train-00000-of-00014.parquet,54598,True,True,JPEG,JPEG,500,336,1.488095,RGB,3,54598,c5eefd5c330e906e10816bb181469bc883a0579eddf7218f10cbac6c0cee5434,
pilot_001959,data/raw/tiny-genimage/images/Wukong/159_wukong_image65.png,1,Wukong,8,Tiny-GenImage,train,159_wukong_image65.png,data/train-00000-of-00014.parquet,568158,True,True,PNG,PNG,512,512,1.0,RGB,3,568158,27a5f9fa32ed8bed6ff05f458a47b2bca333cdab2ded01b64814a22c2d1c1a56,
pilot_001960,data/raw/tiny-genimage/images/Real/n01755581_6548.JPEG,0,Real,0,Tiny-GenImage,train,n01755581_6548.JPEG,data/train-00000-of-00014.parquet,124738,True,True,JPEG,JPEG,500,339,1.474926,RGB,3,124738,3c3bf883e7dd2944b4c57c868b90e0373b5b59b0dea280f4d89fa1e0051f075a,
pilot_001961,data/raw/tiny-genimage/images/ADM/162_adm_4.PNG,1,ADM,1,Tiny-GenImage,train,162_adm_4.PNG,data/train-00000-of-00014.parquet,146535,True,True,PNG,PNG,256,256,1.0,RGBA,4,146535,db7e24a332febd4142937ed8d710a2e8089dcdc8c3cd7ed89c391666662fcad8,unexpected_mode:RGBA
pilot_001962,data/raw/tiny-genimage/images/Real/n01755581_8692.JPEG,0,Real,0,Tiny-GenImage,train,n01755581_8692.JPEG,data/train-00000-of-00014.parquet,134895,True,True,JPEG,JPEG,500,334,1.497006,RGB,3,134895,7ffa23c6083422cce0cf3dad83edaba2ed6e64474bcf33342edcd05311644d01,
pilot_001963,data/raw/tiny-genimage/images/BigGAN/074_biggan_00007.png,1,BigGAN,2,Tiny-GenImage,train,074_biggan_00007.png,data/train-00000-of-00014.parquet,22965,True,True,PNG,PNG,128,128,1.0,RGB,3,22965,37d62fbfa9681bb76539d9979ada7a5a72871a85a12ac86bda9571be5230615a,
pilot_001964,data/raw/tiny-genimage/images/Real/n01807496_10069.JPEG,0,Real,0,Tiny-GenImage,train,n01807496_10069.JPEG,data/train-00000-of-00014.parquet,168520,True,True,JPEG,JPEG,500,332,1.506024,RGB,3,168520,5529299d48189c3eccf059c687ea9b5577c5824ef26bc361db68b6c31b9beab2,
pilot_001965,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_076_glide_00005.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_076_glide_00005.png,data/train-00000-of-00014.parquet,95206,True,True,PNG,PNG,256,256,1.0,RGB,3,95206,3fa394f35c8c8d66cf09eed71b253ccb1ecaa707c8cd0ad59cf46682dcb81e7b,
pilot_001966,data/raw/tiny-genimage/images/Real/n01770081_17788.JPEG,0,Real,0,Tiny-GenImage,train,n01770081_17788.JPEG,data/train-00000-of-00014.parquet,89714,True,True,JPEG,JPEG,350,500,0.7,RGB,3,89714,720cb284489196a4947d26ee078c881531e82166a0dd25c9f7dc5a070387eab8,
pilot_001967,data/raw/tiny-genimage/images/Midjourney/156_midjourney_35.png,1,Midjourney,4,Tiny-GenImage,train,156_midjourney_35.png,data/train-00000-of-00014.parquet,1471030,True,True,PNG,PNG,1024,1024,1.0,RGB,3,1471030,37109555e28c1ac0fc8d0899df45246929003bb61a37cd9b33d53b758cd1c28c,
pilot_001968,data/raw/tiny-genimage/images/Real/n01740131_8198.JPEG,0,Real,0,Tiny-GenImage,train,n01740131_8198.JPEG,data/train-00000-of-00014.parquet,202012,True,True,JPEG,JPEG,500,332,1.506024,RGB,3,202012,89227bc45c5b72fe2ac452ff9e74539c6ba2bc3832714beac438c02ae28b4383,
pilot_001969,data/raw/tiny-genimage/images/SD15/065_sdv5_00130.png,1,SD15,6,Tiny-GenImage,train,065_sdv5_00130.png,data/train-00000-of-00014.parquet,496386,True,True,PNG,PNG,512,512,1.0,RGB,3,496386,67e161a70aceb9a8a8c2057a8f798d5c6b1f6ae10fe8cf806de901520b5e3448,
pilot_001970,data/raw/tiny-genimage/images/Real/n01744401_38701.JPEG,0,Real,0,Tiny-GenImage,train,n01744401_38701.JPEG,data/train-00000-of-00014.parquet,71240,True,True,JPEG,JPEG,500,331,1.510574,RGB,3,71240,c294def5a9b6241a2b8a68363e713352dca983febe6180ddbf694d87f29e94f2,
pilot_001971,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_084_vqdm_00124.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_084_vqdm_00124.png,data/train-00000-of-00014.parquet,118338,True,True,PNG,PNG,256,256,1.0,RGB,3,118338,f392591248dd51c67cd7b7cc182c4128483eb4b7a6c851e971375ad26fccb5d4,
