image_id,path,label,generator,original_filename,exact_sha256,phash,dhash,filename_imagenet_synset,filename_leading_index,filename_parse_note
pilot_002288,data/raw/tiny-genimage/images/Real/n01797886_3823.JPEG,0,Real,n01797886_3823.JPEG,8ebf2e27312d6023da05c911fd62dab2c9ea57e4e141b4166ffeb7579eb27035,b1cccd38374b48bc,b394a34b1e950e6e,n01797886,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002289,data/raw/tiny-genimage/images/Midjourney/164_midjourney_14.png,1,Midjourney,164_midjourney_14.png,27e004209059d523ee9d681c01cfb94f8174c009dd9ac75b4430087db81d6742,8dd828538e3c7f23,73f836336b4a0e27,,164,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002290,data/raw/tiny-genimage/images/Real/n01773797_1029.JPEG,0,Real,n01773797_1029.JPEG,f4077af39171fe072a37046b4dde0a05c742059d7bb512798ed63e9094420c7a,819e63983f718f61,78e0f838b6b098ca,n01773797,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002291,data/raw/tiny-genimage/images/SD15/078_sdv5_00010.png,1,SD15,078_sdv5_00010.png,13b955acc5fd094c4d02e027715d60d4b1c7b48b2375653628f1399f15dd842d,f28cc7359c18cb63,724d89b51c0b0f01,,78,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002292,data/raw/tiny-genimage/images/Real/n01773797_8626.JPEG,0,Real,n01773797_8626.JPEG,b1fc5560a92d1776e1f212dcd91d5473f7ddc10197944f47687ab52ae8b37fc6,a4e15bb9640f9e68,8ec6e0c696be63e5,n01773797,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002293,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_095_vqdm_00093.png,1,VQDM,VQDM_1000_200_00_095_vqdm_00093.png,659812c17b8d564c9548947dc40c2a0954a1a04e9de3d250de1538031192ffec,e61c5a43beb48653,2838ac16cfc28a81,,95,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_002294,data/raw/tiny-genimage/images/Real/n01798484_8718.JPEG,0,Real,n01798484_8718.JPEG,1a7d467f6c14c638aaac0cdf2e36409b6f960790d334bf76ae834c762b88a7c4,8f98e07fc140f3e1,217171717a69675b,n01798484,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002295,data/raw/tiny-genimage/images/Wukong/170_wukong_image199.png,1,Wukong,170_wukong_image199.png,21619864cb26230c5041216791eb7371a948a6c83c46e1ef7dd60195c7dbde7f,ec73918d665b185c,c0c2ad2fe6a2a2e6,,170,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002296,data/raw/tiny-genimage/images/Real/n01776313_11139.JPEG,0,Real,n01776313_11139.JPEG,afff4092cd638db3b57ced03b559e0726795d77bdedc98cf41fbd438a1b4eac9,e74ad86766969684,46b3ec8e4e4e5ed6,n01776313,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002297,data/raw/tiny-genimage/images/ADM/172_adm_12.PNG,1,ADM,172_adm_12.PNG,4952195872f99dd4a1368e07eee2d72195178b1091e1fabe5ea944a6960ff430,890926f7db790ca6,dbf3b2d190b594d5,,172,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002298,data/raw/tiny-genimage/images/Real/n01776313_4690.JPEG,0,Real,n01776313_4690.JPEG,82ce248f1a7af37ceba0d78cd468d1929703fcecc2b99fc9742547d4a028c584,b7a5c8dc76089167,a6464e0f0d1ea1e4,n01776313,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002299,data/raw/tiny-genimage/images/BigGAN/085_biggan_00189.png,1,BigGAN,085_biggan_00189.png,6ad101395e767e79d349bec75b337fe4b400430db799a72db11ea35d43b27721,e0ed6ef2f02c1623,034347b6d95d9fdc,,85,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002300,data/raw/tiny-genimage/images/Real/n01855032_1427.JPEG,0,Real,n01855032_1427.JPEG,205b9910280835bc8080aafe2ed21636d56dbe469abeaf6e385aa4f35d79ca11,86f91d267718c13e,8884968c4dec6d6a,n01855032,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002301,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_089_glide_00191.png,1,GLIDE,GLIDE_1000_200_00_089_glide_00191.png,c674c17275ac3bb0a7e3289e1868268c0d18627fbff16b8cef40dac993cb34d4,9e4b65b2c3937306,e1f3f1f9e8fc7c34,,89,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_002302,data/raw/tiny-genimage/images/Real/n01798484_470.JPEG,0,Real,n01798484_470.JPEG,9e4a5e07d343a7301bd5addd0a8ed8f8e301c7042af02a1f0f518c6de22e4208,99fac60d71670372,f1b13d3bbbf3f5d8,n01798484,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002303,data/raw/tiny-genimage/images/Midjourney/164_midjourney_16.png,1,Midjourney,164_midjourney_16.png,beaee47386046eb1b1d2274d55977d64ad0f546662b1451e830c51ef9c4696ef,a4e68b19919b92eb,d6a6e6042caefbed,,164,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002304,data/raw/tiny-genimage/images/Real/n01773797_1923.JPEG,0,Real,n01773797_1923.JPEG,4298d7907806a34c17da862ef61edf10968222f99ed7b1a8f7a33ac38c9c1f78,c333126b303cef1b,89c94aa28b43a9a5,n01773797,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002305,data/raw/tiny-genimage/images/SD15/078_sdv5_00170.png,1,SD15,078_sdv5_00170.png,3a81dca40f76b557fa83f55e319cd2451346175646eeafd3ffe61eab4c5ec207,e193de3c23c3e11c,5030dacf1f872662,,78,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002306,data/raw/tiny-genimage/images/Real/n01773797_970.JPEG,0,Real,n01773797_970.JPEG,0fddea647ad2c3febd38a5cc62c749bde5bf3eb59605956aeb24627716570b39,bc9ec3709c80cb3d,982e3b3036999432,n01773797,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002307,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_095_vqdm_00138.png,1,VQDM,VQDM_1000_200_00_095_vqdm_00138.png,8ab5f85c04ec3e57e1d4dbe334d742acc5bbe02928423be56f7f1f7308950199,851a9b6d36ac166d,f3f3e6e66666f6fc,,95,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_002308,data/raw/tiny-genimage/images/Real/n01806143_16803.JPEG,0,Real,n01806143_16803.JPEG,40c00ea6737511bf4b1ccd0274fd5cf4ab07574e7fd400b81985bd565178bf5b,b3d9cc13081c7bb3,f0501a99c9a9ada7,n01806143,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002309,data/raw/tiny-genimage/images/Wukong/170_wukong_image64.png,1,Wukong,170_wukong_image64.png,11755e2acfa1ed5a013e0982f657e774618c3158b3fe00463ad04713c842e38e,cb26d0eba710d8a7,c143ec6a4b1130f0,,170,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002310,data/raw/tiny-genimage/images/Real/n01776313_12144.JPEG,0,Real,n01776313_12144.JPEG,c40b99c9ce8b0c7b594ed7eab4cd1d92f26a10f24ddf38c25540791c345d6fba,e0d0e9341a68f4fd,848080e83c0e97cb,n01776313,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002311,data/raw/tiny-genimage/images/ADM/172_adm_137.PNG,1,ADM,172_adm_137.PNG,fa7c5eb9f0faf7510f0e0de21bfb290febe29a28c0a3593b5d300132abee8dff,c89fa2f13f161e30,99d3b36092828c87,,172,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002312,data/raw/tiny-genimage/images/Real/n01795545_1054.JPEG,0,Real,n01795545_1054.JPEG,3fa55d8463dba6ba857794b8e27cbbce9d8c51c7fe0f3afbc9510b84eb40a918,e489928699c1f6dd,cfbeb692a2cc0432,n01795545,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002313,data/raw/tiny-genimage/images/BigGAN/086_biggan_00086.png,1,BigGAN,086_biggan_00086.png,2aecb01b805ba8e9f1d35745fafab22170aec36ad1914cf352413597187e342a,89e1668cd9330fdc,b6e4eb9b3263ade8,,86,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002314,data/raw/tiny-genimage/images/Real/n01855032_6070.JPEG,0,Real,n01855032_6070.JPEG,3b9f37c3d80f6734952b2f8fee5d70d5004056b46557f033649af23bd32dfbfd,f3c6c61c13e3391c,8c8489c8101acccc,n01855032,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002315,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_090_glide_00110.png,1,GLIDE,GLIDE_1000_200_00_090_glide_00110.png,6be33f7baac300b38795be188c731675c106e5f1c7d33469dc0516565e379f20,f7a1e1396c784cc1,8fcf0c24671e0cc4,,90,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_002316,data/raw/tiny-genimage/images/Real/n01798484_8258.JPEG,0,Real,n01798484_8258.JPEG,86b7b6524bd998477d1be417e01f7713637fdf25b85a80f60d0767fa14395d7d,9007fdc913f9156c,f8e5e4fdd594b0bc,n01798484,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002317,data/raw/tiny-genimage/images/Midjourney/164_midjourney_49.png,1,Midjourney,164_midjourney_49.png,c6923291706e0c146bb76406a0a5ae6451e846bd119b83e9cbfe9dc1f799f307,b0b88ac783e34d8f,9c94368e8a040dcd,,164,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002318,data/raw/tiny-genimage/images/Real/n01773797_3046.JPEG,0,Real,n01773797_3046.JPEG,7e9e8ab0e45a466677a261fadfe6603695a15e80de8380fa1627e07914fb314d,827a1ec0f6672c6d,4d69736ae0c0c06c,n01773797,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002319,data/raw/tiny-genimage/images/SD15/079_sdv5_00122.png,1,SD15,079_sdv5_00122.png,4eef67f2fd4455cd35f29f67bca5bbec47755354129a821be9e25c6ff221065f,86386de3329ec3cc,c8b2694cd44d7314,,79,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002320,data/raw/tiny-genimage/images/Real/n01774384_3697.JPEG,0,Real,n01774384_3697.JPEG,96cb3a73f062718bb3bcd90a3f0e554879a54d3008bbae13b15973b3a4b17f3f,860c98f86367d937,f4f56bceeef64ece,n01774384,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002321,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_095_vqdm_00179.png,1,VQDM,VQDM_1000_200_00_095_vqdm_00179.png,4b6ac74b198efc67cb4d5a9fa8997f836fe472c5ada037f66a2e4616f95ba08c,b68a5c884abee5c6,b5cb4ccd8d0e0c44,,95,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_002322,data/raw/tiny-genimage/images/Real/n01806567_12460.JPEG,0,Real,n01806567_12460.JPEG,4851cb2b640929f622b84e951cea2e30af9bcae7102a87cc3fce711ad763c399,895b5695b581378e,9851f3ab33e3e3ed,n01806567,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002323,data/raw/tiny-genimage/images/Wukong/170_wukong_image71.png,1,Wukong,170_wukong_image71.png,798bb50afdb9e5d1aaa28bec731474637fc6e80e04dfc50866921c4e2013f907,87707a0f9c168dab,b693cfcec6ce4d6d,,170,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002324,data/raw/tiny-genimage/images/Real/n01776313_749.JPEG,0,Real,n01776313_749.JPEG,0f54dcb6b8b12507f0567c68589c04ab98625268420bce8a9245c0fe414c4ef0,9e90e1c31f6cccf0,ecd9323438718b4e,n01776313,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002325,data/raw/tiny-genimage/images/ADM/172_adm_156.PNG,1,ADM,172_adm_156.PNG,7fbba1b19726124f1bb6b655ccf7a459341ca3e74feb3d4fdc922749c6e6c10d,b472cf09cc3e3a68,f0cc0c3cb45cfae2,,172,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002326,data/raw/tiny-genimage/images/Real/n01795545_13224.JPEG,0,Real,n01795545_13224.JPEG,5bb2dd171581a165d908e4cab4256173633ca349b6a58a6afd65bc73084e6430,fa05a87f914ef10a,389c89cc890d299b,n01795545,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002327,data/raw/tiny-genimage/images/BigGAN/086_biggan_00142.png,1,BigGAN,086_biggan_00142.png,17189b13856ca54d22b186056d9d3694ab8e29c8f63fd35779b9d38adfb07d2a,9867423ee7031f1e,e894349d35b9bdfc,,86,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002328,data/raw/tiny-genimage/images/Real/n01855032_8438.JPEG,0,Real,n01855032_8438.JPEG,3323022942e923012c9e6000d2a0259a74b951ff4233b859284da045fc4f5191,d26c24d25a2d3bda,a08d930b294988b0,n01855032,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002329,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_090_glide_00187.png,1,GLIDE,GLIDE_1000_200_00_090_glide_00187.png,fa0f158244efa32237074bc7ac0aeddd7d0c229f8d810d1464cf358a890d102d,b58d9fb083346749,3a36a6869e8e3e6a,,90,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_002330,data/raw/tiny-genimage/images/Real/n01807496_16659.JPEG,0,Real,n01807496_16659.JPEG,99ee7b9e12a9a026c6117b69db8a9ca21d117d8876dd75b6e2560b13fca37c97,e4b1ab6974da42d2,9b9aac2486c383b2,n01807496,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002331,data/raw/tiny-genimage/images/Midjourney/165_midjourney_72.png,1,Midjourney,165_midjourney_72.png,3b55b7ace738f6cff6cb0870c162eed6421cce9fe5ce151172cebd89df959846,aa94138f5a39cf38,fce6a3a3e36393cb,,165,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002332,data/raw/tiny-genimage/images/Real/n01773797_808.JPEG,0,Real,n01773797_808.JPEG,084d216c0965e5998524d023bfcabd6177178a1d05280b2a4cec97cade9cbb35,f63c8d193832b359,36242c8d9b080c00,n01773797,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002333,data/raw/tiny-genimage/images/SD15/079_sdv5_00130.png,1,SD15,079_sdv5_00130.png,f23f3805b324b7be2e05372eed9ca4ede6058797752a38b2b83c1290c01eaa87,d021e685ff8081ff,c614a8b160d0a544,,79,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002334,data/raw/tiny-genimage/images/Real/n01774750_10043.JPEG,0,Real,n01774750_10043.JPEG,8c359dc07b7e65a5b61fb5eb5ad2995d7650f578eac0a1505e046097aec4257d,d52802ff69fc6232,1672edb456482884,n01774750,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002335,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_096_vqdm_00079.png,1,VQDM,VQDM_1000_200_00_096_vqdm_00079.png,52fc4927124a1d672280cda7818a500f449e1c9e30fea733f608de75d3320aaa,ed92666b9966c489,7448762a32232323,,96,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_002336,data/raw/tiny-genimage/images/Real/n01806567_1677.JPEG,0,Real,n01806567_1677.JPEG,7c34c4530239adcefb3cad6761ce95c6119e7ce0cdc6f189d5209b82ed13ce4b,96cdddd26901d619,402aedda294d3d2a,n01806567,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002337,data/raw/tiny-genimage/images/Wukong/170_wukong_image99.png,1,Wukong,170_wukong_image99.png,30c7d58c15e3bf2329953e1746ff3851449c957778e5480df419dc1b0e14d9c1,b781c8acd8e6c9c6,185a4d0c3c172c28,,170,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002338,data/raw/tiny-genimage/images/Real/n01795545_1085.JPEG,0,Real,n01795545_1085.JPEG,8f950be1c36b071b47cdf92a2feb8629691106de1dbae157124b97de8defeb1c,e55b1a6c6591d24b,f2dad8cec7e7d2ec,n01795545,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002339,data/raw/tiny-genimage/images/ADM/172_adm_44.PNG,1,ADM,172_adm_44.PNG,896f91e244fe10c8e9c36290427af5c89b6fe144f864517b7668bc80aaae8475,c93236cdcc3933c6,d6ca99b2e3d1d2ab,,172,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002340,data/raw/tiny-genimage/images/Real/n01795545_14765.JPEG,0,Real,n01795545_14765.JPEG,2e1331cce40c555dc0acdc5ccaffa6217dd26b7de2e3a2fd745808427ffe3fef,86dc0b37491f1c67,f0ece4eccccc4ee9,n01795545,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002341,data/raw/tiny-genimage/images/BigGAN/086_biggan_00154.png,1,BigGAN,086_biggan_00154.png,523f449dfc795fcc6a91c16d75a2a8745ef6e34021f8682022153c2121f8a2a4,8916656a150fd7f8,4ab832723b53a3b2,,86,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002342,data/raw/tiny-genimage/images/Real/n01855672_3686.JPEG,0,Real,n01855672_3686.JPEG,3c9d7f9b7abb9f003968cfbcee29a0db18c9a2aa3542e2b557b0b7eb782167b6,85a9caf033c730fc,d233924a0e94e131,n01855672,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002343,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_091_glide_00023.png,1,GLIDE,GLIDE_1000_200_00_091_glide_00023.png,34bd0841fa9909b5e97d6b116c6b1a2c543138b6428db5589d45ee917f2e1253,b9bf90c168d46732,3a3b3d361bc99c95,,91,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_002344,data/raw/tiny-genimage/images/Real/n01807496_23563.JPEG,0,Real,n01807496_23563.JPEG,4ac63e8e0f0e7983b45ba092c059d6d69b67cdacc659f37715d17dc23b5e9dc1,9232ad8c9c73c637,9d9d499834e958b4,n01807496,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002345,data/raw/tiny-genimage/images/Midjourney/166_midjourney_121.png,1,Midjourney,166_midjourney_121.png,63985053092ab8c94260f5684457579ed873599a094a10767b97a6fe43bf8c64,9cf9b3904f04436f,9118212721343425,,166,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002346,data/raw/tiny-genimage/images/Real/n01774384_10219.JPEG,0,Real,n01774384_10219.JPEG,28b2ffb7d80de24753485a0801eca1c68ec4eab23d504435fed37480b91b81b5,acec920b6b879e64,33b5270707772c99,n01774384,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002347,data/raw/tiny-genimage/images/SD15/080_sdv5_00046.png,1,SD15,080_sdv5_00046.png,226a57a6e8796d9fb95463a2173cd7a28d79fc58f474abb257449ecb8a398b12,b46dc99b3676e081,0b72960e1c12678c,,80,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002348,data/raw/tiny-genimage/images/Real/n01774750_11762.JPEG,0,Real,n01774750_11762.JPEG,dbe323c7aaefdd6adc66a9fb7c8cf8b2f518fe5244fe36281e90eceeeacff926,e6a5ca05da9a19d9,c7c70e0c06c6c5b1,n01774750,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002349,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_096_vqdm_00139.png,1,VQDM,VQDM_1000_200_00_096_vqdm_00139.png,73b7bf864caa4381774b86f6af4ff8ffbf48ef59b993783e1a753200c8b2695e,bdd1432e394d84e6,1b59353337377656,,96,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_002350,data/raw/tiny-genimage/images/Real/n01806567_4710.JPEG,0,Real,n01806567_4710.JPEG,403c3e15c30b1069efc5db8371e80b506375fa90e124541757676d95019c1540,cc4ef233c974a0ce,496b23f2f2dd54b4,n01806567,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002351,data/raw/tiny-genimage/images/Wukong/171_wukong_image13.png,1,Wukong,171_wukong_image13.png,d44525861ed485f8cd254d707e40547b150ab98eea1232be22515cc9412ec8cb,cc6d3352d69f3105,6fe252f6e5a523ca,,171,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002352,data/raw/tiny-genimage/images/Real/n01796340_18591.JPEG,0,Real,n01796340_18591.JPEG,a81ab4634eb62144d2bdefd7cf198f32ab2a4fb87ad544c0bb26dfdd9eea2fd1,83bc6b823ce39873,f8fcded6f4f0c39a,n01796340,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002353,data/raw/tiny-genimage/images/ADM/172_adm_63.PNG,1,ADM,172_adm_63.PNG,c2df33939e19b97b0abafca49be8af87c77cb3f3b4c0c1d2444423cd796e87ae,b0dcce23e30bc13e,c834339b9ade3dc0,,172,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002354,data/raw/tiny-genimage/images/Real/n01795545_6108.JPEG,0,Real,n01795545_6108.JPEG,f59bbb2f1eb0e52ea12fa30beee0a8a30545e27950dd8eb3dddf1c4598583f80,92f35a5c25ad2996,99c9c98eacb9f5cd,n01795545,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002355,data/raw/tiny-genimage/images/BigGAN/087_biggan_00073.png,1,BigGAN,087_biggan_00073.png,6bf0bc1f04828bd764951fc3455a366670c51b88edd1f711d68bc97057b8d7ab,c4b16755336cd90e,7c78b4f474f6e6e2,,87,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002356,data/raw/tiny-genimage/images/Real/n01855672_4775.JPEG,0,Real,n01855672_4775.JPEG,dbf1da90a096befff53a4fe2928df1e277036156ec6e591104fce2984050e5a0,9c247d7934227367,96b4f4b536b17078,n01855672,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002357,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_091_glide_00028.png,1,GLIDE,GLIDE_1000_200_00_091_glide_00028.png,7536c23d27407f2c43be69c40d864461ea3553198c8cb36433bcfb1e020c3090,b0cfd894b5792c0e,3ee10b0f0e9e9e9e,,91,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_002358,data/raw/tiny-genimage/images/Real/n01807496_6216.JPEG,0,Real,n01807496_6216.JPEG,e7fbac39350c8271633270f37267e340b733beee2dd6a8a728060a24092b07e7,edcd9268c924cd33,626cd6d213a78d2c,n01807496,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002359,data/raw/tiny-genimage/images/Midjourney/166_midjourney_42.png,1,Midjourney,166_midjourney_42.png,a496badb8d0ddde52d284356fb4f51f8b5636b9c994b5eb0b5c7db1cfdd4bdba,b73c0d4333a38cce,7e16378fcc4c4c4f,,166,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002360,data/raw/tiny-genimage/images/Real/n01774384_15799.JPEG,0,Real,n01774384_15799.JPEG,ba5e1ad9981f029bf412b3399bc2e7fecd69c5f7a4309e28fcbd22971ba9079c,e654997322cc3ce5,004ae4cc0e0e2299,n01774384,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002361,data/raw/tiny-genimage/images/SD15/080_sdv5_00150.png,1,SD15,080_sdv5_00150.png,3312428e52cb9eba6c18366fdef2b4108635f858eac8df8e57a8a47d3aadb8b0,bbb3e60c18f9ee00,67485a18bd682485,,80,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002362,data/raw/tiny-genimage/images/Real/n01774750_3808.JPEG,0,Real,n01774750_3808.JPEG,f7bb097e6653f2831dfd4f9fa6ef378a2e7b211c9954da6eef617016da72c831,96df2a2128a4f2f3,696868f49054d479,n01774750,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002363,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_096_vqdm_00159.png,1,VQDM,VQDM_1000_200_00_096_vqdm_00159.png,f952d6d00552b3398492ea33500b768ecb020909e528adcf29b2d1b94809b215,d2766319dc36d11c,0c4c0ce535da2991,,96,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_002364,data/raw/tiny-genimage/images/Real/n01806567_9296.JPEG,0,Real,n01806567_9296.JPEG,8f8bb43a9baa8c4f9ab03fdf1c2980219217ee2261b9dfb6171bc0176d778854,b1d3c4f46aa1d394,99f8581b391eb6a7,n01806567,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002365,data/raw/tiny-genimage/images/Wukong/171_wukong_image162.png,1,Wukong,171_wukong_image162.png,e76017093a33aaab17d9dac5e932cf78d9975400eb6b4cd0cbeb79bb1c42846b,a551586de3da1a27,9b9a5cc44e662a67,,171,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002366,data/raw/tiny-genimage/images/Real/n01796340_8536.JPEG,0,Real,n01796340_8536.JPEG,c9a655630cee567e7ad3ad8cb961b471caac645652017358bf0a2722f1525081,ccc7331cc9675319,942663c7b7b2b399,n01796340,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002367,data/raw/tiny-genimage/images/ADM/174_adm_93.PNG,1,ADM,174_adm_93.PNG,69b02872016e37ded3698acb850884fea6c1aa4292433cc79e711bcc65ac4719,aeeac29385859d1d,ed0d2f273f3ebc9c,,174,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002368,data/raw/tiny-genimage/images/Real/n01795545_8689.JPEG,0,Real,n01795545_8689.JPEG,f452ff4a3c069a8af6662bf4a2a30ab97df23e298128ad4d1cf057b7aa2a46e3,ec83db2836c6a933,834e63a617976568,n01795545,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002369,data/raw/tiny-genimage/images/BigGAN/088_biggan_00006.png,1,BigGAN,088_biggan_00006.png,d629c6cf335fbc36baa8ef19e7c308a37415b8c2ab295be0c5fe313be9f0eea4,d9c264b3925b256b,996460f9795a7072,,88,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002370,data/raw/tiny-genimage/images/Real/n01855672_8817.JPEG,0,Real,n01855672_8817.JPEG,d909834977fb33ff45d899e4523ae73b3817e81712a046e4ec120c96f4f6b7a9,c0cc2db11f69392f,b2a4a0a0c8989826,n01855672,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002371,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_091_glide_00109.png,1,GLIDE,GLIDE_1000_200_00_091_glide_00109.png,c44daa511899bcf5645cb8453fbc13c3732ecb0f24404edefa1247c73a537483,b4e58f38e31e600f,0816a64e8c1e30ec,,91,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_002372,data/raw/tiny-genimage/images/Real/n01817953_11731.JPEG,0,Real,n01817953_11731.JPEG,9542e649cb789acc135af5c22ca1ea112f03eb60b7f0bbeeac2b5577f5c4cd33,d6006dc6e493993f,a4e0b8a8a4a96a22,n01817953,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002373,data/raw/tiny-genimage/images/Midjourney/167_midjourney_180.png,1,Midjourney,167_midjourney_180.png,7d8a964878a82f62a45a915d151e5d0f91c6ca43444fb14ee8b0c42b69c8422b,f2accd8934b432cb,b46b2d8d494dcd89,,167,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002374,data/raw/tiny-genimage/images/Real/n01774384_4410.JPEG,0,Real,n01774384_4410.JPEG,988bc4e4a7d232505e025e47b30b4aa764bb048e3b95ba27f62ed6395d721288,f847e7313211c7aa,c8066198b692980c,n01774384,,ImageNet-style synset parsed from original filename; not an official dataset field.
