image_id,binary_label,source_dataset,real_domain,generator_id,prompt_group,embedding_row,fold_1_role,fold_2_role,fold_3_role,fold_4_role,path
SMARTPHONE_321398,0,Smartphone,Smartphone,real::Smartphone,,5195,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_321398.jpg
SMARTPHONE_321720,0,Smartphone,Smartphone,real::Smartphone,,5196,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_321720.jpg
SMARTPHONE_322163,0,Smartphone,Smartphone,real::Smartphone,,5197,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_322163.jpg
SMARTPHONE_32280,0,Smartphone,Smartphone,real::Smartphone,,5198,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_32280.jpg
SMARTPHONE_322803,0,Smartphone,Smartphone,real::Smartphone,,5199,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_322803.jpg
SMARTPHONE_322896,0,Smartphone,Smartphone,real::Smartphone,,5200,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_322896.jpg
SMARTPHONE_323765,0,Smartphone,Smartphone,real::Smartphone,,5201,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_323765.jpg
SMARTPHONE_324209,0,Smartphone,Smartphone,real::Smartphone,,5202,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_324209.jpg
SMARTPHONE_324315,0,Smartphone,Smartphone,real::Smartphone,,5203,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_324315.jpg
SMARTPHONE_324578,0,Smartphone,Smartphone,real::Smartphone,,5204,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_324578.jpg
SMARTPHONE_324682,0,Smartphone,Smartphone,real::Smartphone,,5205,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_324682.jpg
SMARTPHONE_325003,0,Smartphone,Smartphone,real::Smartphone,,5206,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_325003.jpg
SMARTPHONE_325299,0,Smartphone,Smartphone,real::Smartphone,,5207,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_325299.jpg
SMARTPHONE_326071,0,Smartphone,Smartphone,real::Smartphone,,5208,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_326071.jpg
SMARTPHONE_326129,0,Smartphone,Smartphone,real::Smartphone,,5209,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_326129.jpg
SMARTPHONE_326248,0,Smartphone,Smartphone,real::Smartphone,,5210,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_326248.jpg
SMARTPHONE_326359,0,Smartphone,Smartphone,real::Smartphone,,5211,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_326359.jpg
SMARTPHONE_326418,0,Smartphone,Smartphone,real::Smartphone,,5212,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_326418.jpg
SMARTPHONE_32683,0,Smartphone,Smartphone,real::Smartphone,,5213,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_32683.jpg
SMARTPHONE_327243,0,Smartphone,Smartphone,real::Smartphone,,5214,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_327243.jpg
SMARTPHONE_32729,0,Smartphone,Smartphone,real::Smartphone,,5215,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_32729.jpg
SMARTPHONE_328027,0,Smartphone,Smartphone,real::Smartphone,,5216,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_328027.jpg
SMARTPHONE_328112,0,Smartphone,Smartphone,real::Smartphone,,5217,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_328112.jpg
SMARTPHONE_328583,0,Smartphone,Smartphone,real::Smartphone,,5218,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_328583.jpg
SMARTPHONE_329402,0,Smartphone,Smartphone,real::Smartphone,,5219,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_329402.jpg
SMARTPHONE_329645,0,Smartphone,Smartphone,real::Smartphone,,5220,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_329645.jpg
SMARTPHONE_330547,0,Smartphone,Smartphone,real::Smartphone,,5221,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_330547.jpg
SMARTPHONE_330559,0,Smartphone,Smartphone,real::Smartphone,,5222,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_330559.webp
SMARTPHONE_330589,0,Smartphone,Smartphone,real::Smartphone,,5223,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_330589.jpg
SMARTPHONE_331058,0,Smartphone,Smartphone,real::Smartphone,,5224,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_331058.jpg
SMARTPHONE_331069,0,Smartphone,Smartphone,real::Smartphone,,5225,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_331069.jpg
SMARTPHONE_331071,0,Smartphone,Smartphone,real::Smartphone,,5226,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_331071.jpg
SMARTPHONE_331105,0,Smartphone,Smartphone,real::Smartphone,,5227,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_331105.jpg
SMARTPHONE_331363,0,Smartphone,Smartphone,real::Smartphone,,5228,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_331363.jpg
SMARTPHONE_331700,0,Smartphone,Smartphone,real::Smartphone,,5229,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_331700.jpg
SMARTPHONE_332316,0,Smartphone,Smartphone,real::Smartphone,,5230,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_332316.jpg
SMARTPHONE_332326,0,Smartphone,Smartphone,real::Smartphone,,5231,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_332326.jpg
SMARTPHONE_332525,0,Smartphone,Smartphone,real::Smartphone,,5232,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_332525.jpg
SMARTPHONE_332893,0,Smartphone,Smartphone,real::Smartphone,,5233,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_332893.jpg
SMARTPHONE_333382,0,Smartphone,Smartphone,real::Smartphone,,5234,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_333382.jpg
SMARTPHONE_333593,0,Smartphone,Smartphone,real::Smartphone,,5235,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_333593.jpg
SMARTPHONE_333794,0,Smartphone,Smartphone,real::Smartphone,,5236,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_333794.jpg
SMARTPHONE_334534,0,Smartphone,Smartphone,real::Smartphone,,5237,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_334534.jpg
SMARTPHONE_334950,0,Smartphone,Smartphone,real::Smartphone,,5238,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_334950.jpg
SMARTPHONE_335183,0,Smartphone,Smartphone,real::Smartphone,,5239,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_335183.jpg
SMARTPHONE_335386,0,Smartphone,Smartphone,real::Smartphone,,5240,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_335386.jpg
SMARTPHONE_335652,0,Smartphone,Smartphone,real::Smartphone,,5241,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_335652.jpg
SMARTPHONE_33603,0,Smartphone,Smartphone,real::Smartphone,,5242,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_33603.jpg
SMARTPHONE_336233,0,Smartphone,Smartphone,real::Smartphone,,5243,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_336233.jpg
SMARTPHONE_336282,0,Smartphone,Smartphone,real::Smartphone,,5244,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_336282.jpg
SMARTPHONE_337034,0,Smartphone,Smartphone,real::Smartphone,,5245,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_337034.jpg
SMARTPHONE_337407,0,Smartphone,Smartphone,real::Smartphone,,5246,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_337407.jpg
SMARTPHONE_338700,0,Smartphone,Smartphone,real::Smartphone,,5247,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_338700.jpg
SMARTPHONE_338805,0,Smartphone,Smartphone,real::Smartphone,,5248,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_338805.jpg
SMARTPHONE_339248,0,Smartphone,Smartphone,real::Smartphone,,5249,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_339248.jpg
SMARTPHONE_339504,0,Smartphone,Smartphone,real::Smartphone,,5250,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_339504.jpg
SMARTPHONE_339738,0,Smartphone,Smartphone,real::Smartphone,,5251,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_339738.jpg
SMARTPHONE_340006,0,Smartphone,Smartphone,real::Smartphone,,5252,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_340006.jpg
SMARTPHONE_340077,0,Smartphone,Smartphone,real::Smartphone,,5253,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_340077.jpg
SMARTPHONE_340318,0,Smartphone,Smartphone,real::Smartphone,,5254,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_340318.jpg
SMARTPHONE_340779,0,Smartphone,Smartphone,real::Smartphone,,5255,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_340779.jpg
SMARTPHONE_340821,0,Smartphone,Smartphone,real::Smartphone,,5256,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_340821.jpg
SMARTPHONE_340837,0,Smartphone,Smartphone,real::Smartphone,,5257,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_340837.jpg
SMARTPHONE_341068,0,Smartphone,Smartphone,real::Smartphone,,5258,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_341068.jpg
SMARTPHONE_341222,0,Smartphone,Smartphone,real::Smartphone,,5259,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_341222.jpg
SMARTPHONE_341296,0,Smartphone,Smartphone,real::Smartphone,,5260,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_341296.jpg
SMARTPHONE_341884,0,Smartphone,Smartphone,real::Smartphone,,5261,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_341884.jpg
SMARTPHONE_342063,0,Smartphone,Smartphone,real::Smartphone,,5262,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_342063.jpg
SMARTPHONE_342187,0,Smartphone,Smartphone,real::Smartphone,,5263,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_342187.jpg
SMARTPHONE_342224,0,Smartphone,Smartphone,real::Smartphone,,5264,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_342224.jpg
SMARTPHONE_342420,0,Smartphone,Smartphone,real::Smartphone,,5265,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_342420.jpg
SMARTPHONE_342534,0,Smartphone,Smartphone,real::Smartphone,,5266,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_342534.jpg
SMARTPHONE_342556,0,Smartphone,Smartphone,real::Smartphone,,5267,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_342556.jpg
SMARTPHONE_342674,0,Smartphone,Smartphone,real::Smartphone,,5268,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_342674.jpg
SMARTPHONE_343846,0,Smartphone,Smartphone,real::Smartphone,,5269,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_343846.jpg
SMARTPHONE_344016,0,Smartphone,Smartphone,real::Smartphone,,5270,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_344016.jpg
SMARTPHONE_344112,0,Smartphone,Smartphone,real::Smartphone,,5271,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_344112.jpg
SMARTPHONE_3442,0,Smartphone,Smartphone,real::Smartphone,,5272,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_3442.jpg
SMARTPHONE_344263,0,Smartphone,Smartphone,real::Smartphone,,5273,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_344263.jpg
SMARTPHONE_344416,0,Smartphone,Smartphone,real::Smartphone,,5274,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_344416.jpg
SMARTPHONE_344446,0,Smartphone,Smartphone,real::Smartphone,,5275,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_344446.jpg
SMARTPHONE_344960,0,Smartphone,Smartphone,real::Smartphone,,5276,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_344960.jpg
SMARTPHONE_345609,0,Smartphone,Smartphone,real::Smartphone,,5277,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_345609.jpg
SMARTPHONE_345640,0,Smartphone,Smartphone,real::Smartphone,,5278,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_345640.jpg
SMARTPHONE_345735,0,Smartphone,Smartphone,real::Smartphone,,5279,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_345735.jpg
SMARTPHONE_345742,0,Smartphone,Smartphone,real::Smartphone,,5280,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_345742.jpg
SMARTPHONE_346274,0,Smartphone,Smartphone,real::Smartphone,,5281,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_346274.jpg
SMARTPHONE_346676,0,Smartphone,Smartphone,real::Smartphone,,5282,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_346676.webp
SMARTPHONE_346791,0,Smartphone,Smartphone,real::Smartphone,,5283,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_346791.jpg
SMARTPHONE_346814,0,Smartphone,Smartphone,real::Smartphone,,5284,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_346814.jpg
SMARTPHONE_346922,0,Smartphone,Smartphone,real::Smartphone,,5285,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_346922.jpg
SMARTPHONE_347124,0,Smartphone,Smartphone,real::Smartphone,,5286,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_347124.jpg
SMARTPHONE_347652,0,Smartphone,Smartphone,real::Smartphone,,5287,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_347652.jpg
SMARTPHONE_347847,0,Smartphone,Smartphone,real::Smartphone,,5288,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_347847.jpg
SMARTPHONE_34825,0,Smartphone,Smartphone,real::Smartphone,,5289,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_34825.jpg
SMARTPHONE_348585,0,Smartphone,Smartphone,real::Smartphone,,5290,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_348585.jpg
SMARTPHONE_348601,0,Smartphone,Smartphone,real::Smartphone,,5291,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_348601.jpg
SMARTPHONE_348855,0,Smartphone,Smartphone,real::Smartphone,,5292,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_348855.jpg
SMARTPHONE_348986,0,Smartphone,Smartphone,real::Smartphone,,5293,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_348986.jpg
SMARTPHONE_349142,0,Smartphone,Smartphone,real::Smartphone,,5294,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_349142.jpg
SMARTPHONE_349589,0,Smartphone,Smartphone,real::Smartphone,,5295,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_349589.jpg
SMARTPHONE_349784,0,Smartphone,Smartphone,real::Smartphone,,5296,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_349784.jpg
SMARTPHONE_350812,0,Smartphone,Smartphone,real::Smartphone,,5297,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_350812.jpg
SMARTPHONE_350904,0,Smartphone,Smartphone,real::Smartphone,,5298,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_350904.jpg
SMARTPHONE_350921,0,Smartphone,Smartphone,real::Smartphone,,5299,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_350921.jpg
SMARTPHONE_351526,0,Smartphone,Smartphone,real::Smartphone,,5300,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_351526.jpg
SMARTPHONE_351851,0,Smartphone,Smartphone,real::Smartphone,,5301,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_351851.jpg
SMARTPHONE_352414,0,Smartphone,Smartphone,real::Smartphone,,5302,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_352414.jpg
SMARTPHONE_352722,0,Smartphone,Smartphone,real::Smartphone,,5303,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_352722.jpg
SMARTPHONE_353266,0,Smartphone,Smartphone,real::Smartphone,,5304,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_353266.jpg
SMARTPHONE_353276,0,Smartphone,Smartphone,real::Smartphone,,5305,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_353276.jpg
SMARTPHONE_353328,0,Smartphone,Smartphone,real::Smartphone,,5306,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_353328.jpg
SMARTPHONE_353362,0,Smartphone,Smartphone,real::Smartphone,,5307,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_353362.jpg
SMARTPHONE_353519,0,Smartphone,Smartphone,real::Smartphone,,5308,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_353519.jpg
SMARTPHONE_353572,0,Smartphone,Smartphone,real::Smartphone,,5309,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_353572.jpg
SMARTPHONE_353592,0,Smartphone,Smartphone,real::Smartphone,,5310,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_353592.jpg
SMARTPHONE_353900,0,Smartphone,Smartphone,real::Smartphone,,5311,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_353900.jpg
SMARTPHONE_353904,0,Smartphone,Smartphone,real::Smartphone,,5312,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_353904.jpg
SMARTPHONE_353968,0,Smartphone,Smartphone,real::Smartphone,,5313,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_353968.jpg
SMARTPHONE_354460,0,Smartphone,Smartphone,real::Smartphone,,5314,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_354460.jpg
SMARTPHONE_354481,0,Smartphone,Smartphone,real::Smartphone,,5315,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_354481.jpg
SMARTPHONE_354551,0,Smartphone,Smartphone,real::Smartphone,,5316,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_354551.jpg
SMARTPHONE_354941,0,Smartphone,Smartphone,real::Smartphone,,5317,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_354941.jpg
SMARTPHONE_355175,0,Smartphone,Smartphone,real::Smartphone,,5318,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_355175.jpg
SMARTPHONE_355311,0,Smartphone,Smartphone,real::Smartphone,,5319,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_355311.jpg
SMARTPHONE_355367,0,Smartphone,Smartphone,real::Smartphone,,5320,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_355367.jpg
SMARTPHONE_355369,0,Smartphone,Smartphone,real::Smartphone,,5321,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_355369.webp
SMARTPHONE_355632,0,Smartphone,Smartphone,real::Smartphone,,5322,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,data/v2/smartphone_real/SMARTPHONE_355632.jpg
SMARTPHONE_355955,0,Smartphone,Smartphone,real::Smartphone,,5323,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_355955.jpg
SMARTPHONE_35626,0,Smartphone,Smartphone,real::Smartphone,,5324,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_35626.jpg
SMARTPHONE_356407,0,Smartphone,Smartphone,real::Smartphone,,5325,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_356407.jpg
SMARTPHONE_357249,0,Smartphone,Smartphone,real::Smartphone,,5326,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_357249.jpg
SMARTPHONE_357393,0,Smartphone,Smartphone,real::Smartphone,,5327,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_357393.jpg
SMARTPHONE_357662,0,Smartphone,Smartphone,real::Smartphone,,5328,TRAIN,TRAIN,TRAIN,TRAIN,data/v2/smartphone_real/SMARTPHONE_357662.jpg
SMARTPHONE_358445,0,Smartphone,Smartphone,real::Smartphone,,5329,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,data/v2/smartphone_real/SMARTPHONE_358445.jpg
