image_id,binary_label,source_dataset,generator,canonical_generator_id,prompt_group,real_domain,path,sha256,fold_1_role,fold_2_role,fold_3_role,fold_4_role
MLLM_STR_GPT-Image2-fake_281,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/281.png,4fc3a125e929ac459b147306470dac50b409f386fb42f966e37afc0c0442b089,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_282,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/282.png,e29e0f32d56e5cd2d201458d9fe37a0e4a8b1dce64f24a53286ca7810f256b87,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_283,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/283.png,80f67c83f18f0e8eec2644aff9a7fa7c3866284e8f1736ff86fe6427fe8395d4,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_284,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/284.png,8b9f2c06549105a545446f733b49306e784fe63ed3c4a6b34eda948c3d91eadd,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_285,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/285.png,8e19aeed41b884f38d598a203be7e2fa7c732846420cf11490c8190303d3296b,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_286,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/286.png,f0398b31c43b923b15aacfaf29589dca1ff3bf8ddb6e829f711acaa078d19cfe,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_287,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/287.png,3b69fd6acc03cef6888f9f79031ae5cae7374c475a96e4370c475439db50457a,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_288,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/288.png,62dc0ca273e19f2340868b014965e0d549278d8ea73a87b93ce9eb5a968bef71,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_289,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/289.png,83a6158d49c0935d06beece1168090ff0496729888c21513205012f16bd1aac8,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_29,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/29.png,84ef9d7e83acc7179938febbab59a1f3933c5ca06808abfeb8e9fc7f2b9db245,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_290,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/290.png,fc6aff2a289f5250e310567bbc74af95ac2ac0eb288fb936a5487bb935a6f93b,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_291,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/291.png,85ed9f6e97332778bfa62559382a24a16a7d1b19d01a223e1e81d5f58604ec2e,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_292,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/292.png,7e66bdf127875cf4e656959a3dfdf2000bad0975a13bac21501b0e45163e569a,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_293,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/293.png,8458b3a26498776f056f3b3b0097093e4970818fc8d60dcae089610bfad9206a,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_294,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/294.png,42046efd8a78ca1b257f25beb8b370ac5aaee285407c22c88c71b045ed64faab,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_295,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/295.png,e20e51bc5f37eecfea607d1339e610572b41f9c7908a42ba8dcb4ca8a9cb05ea,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_296,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/296.png,c1551c2b1d9f0447f1059bc9bd319b68119847cb84483beac3609001c8395092,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_297,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/297.png,c5fae9e7de13f50d36cb4da7552ae979a21dabe566ce29638e59046deee56a82,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_298,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/298.png,0fdd8e3f7ac5e8891c0e5fbb4201be0f27c71ff51522ec4e738e5bfe7a2a9f62,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_299,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/299.png,bddd3ac48368aa55c9660d6cd8ea6a5da9814111dbc289a78ed1e7065aa8ef18,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_3,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/3.png,31ba425800341ae6da7797e419d05f0c58d245ea01f13f357c448a486e35a5a5,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_30,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/30.png,3563614d0838f7586f21a43aaf2f2d7c7e04063ae61a55b5112683745adc3fc0,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_300,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/300.png,415ab068a87dd21740d94c060bc075137f72e9eaf4d3af65cabe6a872e284c61,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_301,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/301.png,6dd73e09404ec7e8c2cbc4712f800e07ae9263ad5eac9c494ce0ebb2d07470a3,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_302,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/302.png,2e17814da805980201a16e3ad6417258031586208ff3548b6c7cf1375b50bc4e,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_303,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/303.png,ae8ecab1c64c7cf8bc405daecd14e05e678efee5f90721e0533c33d1858d1481,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_304,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/304.png,9acad6576cbf593edf0a7cc5ccf57c08b178f191b4754e887349f857ecccc699,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_305,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/305.png,3602b148625af6456c85bfee9e9bfd1140f6165a9367ce730c5b86af97622ebf,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_306,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/306.png,072b175e34ca4f94d35d73b0b066ad61ca04093e4464ba4927e47767f12520bd,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_307,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/307.png,4e5eb7e355e02825add31bd1a0aa7d8f70ca1c996960effcc2ecf9bc7825862b,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_308,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/308.png,e064c2abb504bb79238c0a6c7e183284872983a6566f834ea60f48d104380b40,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_309,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/309.png,e734c9403ee88e9e960a5693eac6ff755ef4ebc63473f5cf563e9e3d310d1685,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_31,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/31.png,9e7b5b181c39b67729926a8db7e4e1c4faa64d80fdae6d924fa89946e1f66334,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_310,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/310.png,ab6b071d02208aedd95f7fef128adc18b2a1e1ac4fadf5c6f9e887e09f3f3683,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_311,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/311.png,64bf7bb13b365f4e3d798e985b47df2168c511bf1b43d6caef3b3b2201315a6c,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_312,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/312.png,64e9da94bcf50b49212219af641f32b855e6b1df51cab136e619fc98ae85709e,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_313,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/313.png,71dd28a4fb5423942a194ce487b329fbec1edb18a7a574a74ff000a45ef48bcb,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_32,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/32.png,42f62afc8593a0d47884128304dfe86670d6c5cb1df02321addfc8b27a6d8b85,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_33,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/33.png,70f363b1cf02a8e953c4d77dc22106aa3cf855792cd7ad5889ac654a1ca6c6b2,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_34,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/34.png,4be4afe516eed0ed5a63d3b4349ac607c148e38ee12331c418e64adcdf47538f,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_35,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/35.png,0e9979c954420807a10d49ac8b5019b221b7a1a955957a748c4b0d471a4bab4b,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_36,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/36.png,fb867652f88204a811dcd56ec8f14d58f5ba29ec40bfb9be8c8d4e95f3c3c69d,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_37,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/37.png,ebabe8c38579014120e73bb6569090fbb9136cf01b5e7a1cbc9ea7c925a2208f,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_38,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/38.png,76e9825666925e95ae82e955290c9957baabd160d5d324907ee38b6d58a7e02c,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_39,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/39.png,1903ea62d8d45b288a842de6ed177a85e673b8148603117533bafcffbcb82415,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_4,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/4.png,a2a4069d85aaaab5ce951336b6fdfa746ca9e091eae7585b4c704de1fd76173b,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_40,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/40.png,f565a8c71b589518c04b53095533366515d988f7a3f128f2c20815a90554cd91,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_41,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/41.png,bf2e44bc0e1c1911952f964bb438ea052ebb012f4842c16d3582cb7e62ea00ce,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_42,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/42.png,e11087ccbda084522a8d25703194ace311dabaf5981192daf3146d05e1ca1f01,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_43,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/43.png,7d2f61dcdeae986fea7249fff79f2224a2e5b9420edc3a88366d026c68bcfcdd,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_44,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/44.png,a208f8b937d55486e31cf00e45c80f3fe5fd64cd437c6c63cefae75c636b9a2c,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_45,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/45.png,28969db8f1915f53cf126ff29cdaec2ca6bf25f418328e7c2ed645acc19ff839,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_46,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/46.png,e7504be0910cfe78807d54ed8b234cd744dc2a36ea8a1374c3e0d7e9ac9b56c7,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_47,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/47.png,20dcb1ab9e216ca74e9b84ba014e30f1d3bcee754da35bb09e222a98858c329f,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_48,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/48.png,8a8383a6e1931c7dabd76df8a86396470ab043beae302927166f90d68c8f3b5f,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_49,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/49.png,93fbe61ad8b9b1f7d17f078e153e2ca2b6545fcc00d98907fcc85d1460c21fae,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_5,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/5.png,1b4ba473ab32e0b8642014af686b015f105c3623b2996c7939bd0f3953a48e75,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_50,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/50.png,9d9239963a62d8717bc36bb8a14a46dff8dbe309a1113f1ed9ba6a6ddc54a8f4,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_51,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/51.png,f979e45ebab4aa07349880d4dbbdb0355e3427137d71afffcc24af87cbd80a30,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_52,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/52.png,e6e8ddda296adc66dc92e4a5ac08177da7ad229cb419f9e98a9fbc90b58f5db5,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_53,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/53.png,536f1981e41382fc3eb5dabe05042205ab693815377fb1bc1f5a6c43c70bc8a9,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_54,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/54.png,e95714a103f97a36c653306a27b135fe411c328bab64911b8cd89692a33c09a0,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_55,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/55.png,cf51a5256c89e4288fe59254fd36d606419eaeee1c1f3715c3b97b615d0363fd,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_56,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/56.png,b5549ad380a9de174099a9fb54282f5d8f7269cfe0183190ac7b590e55554bf2,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_57,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/57.png,06cb0008b408b7a9d704f68321378592734a8f968bfa3a51fb7058e03204d5a9,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_58,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/58.png,1dbdcf4aeff10fa9c0f897bd1362bc90f5d62103e49b9819a6cea1677295c4b4,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_59,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/59.png,986d398444273d2454af7d0c1bda3890f94133432a1d87fb0388fce56441f6ab,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_6,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/6.png,4727e99ae842f8307f498c5381b7da2f08d975e95d473644e905113818598e25,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_60,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/60.png,4a953b73948f704bcc72e626cde30c0ce858d468a9cee3e325eb412a448117b8,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_61,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/61.png,5e6c3139d51f2e226cf911ffa521c6b9f4f44ff50427d45c0d52d148922ed5a5,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_62,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/62.png,2a5bec3bdc538c4ec891bcfa9a833048f15feb049205b409675f93242aa3e7f6,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_63,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/63.png,30d7ef113556fd85b37f00f9d746ee6df430c9504357c7b794e164afe0019550,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_64,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/64.png,8f44e1338c28b6c40e452e5fa877bb08b15f58e993a5d276203d5b57f634f079,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_65,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/65.png,dd9de7053cd69d796d2b8d73592815d3fa8c2713cc5428cd178d8a41d680b3d0,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_66,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/66.png,25c10ae502924760038cc4cf9ea1548f97d836adf8df37cfd236e859a903d825,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_67,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/67.png,237542150edc3bcb32d3924e881ce450bf2c207f4adb36ecd7678d59be0c49b3,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_68,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/68.png,dc33bd7e906f36253054daf3341151e8e0ff88a6adee05afbdaf96a41ed684f7,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_69,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/69.png,e5693adc223db78845af2fbeb7b21af4ef688cf62a0e69560362c8bba8811601,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_7,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/7.png,3d49a4ce309b03895a272e45a1a5059ee734c9702379d64f213be31d24add58f,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_70,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/70.png,ab31954a101eb5f90dc81b29b665900c63dc1c7c92e414b4581daeff9357cdc0,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_71,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/71.png,6f3d2496824fb501f9df03832d925b5bb3aef1fb50d2ebea0f7682f94a32edd5,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_72,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/72.png,545f7aa98011ad625c67593045b39728dfcba00c19acd534143d1c611fe0fa00,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_73,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/73.png,41950b16816472f2eaf8c927df0154d290b8b0423e60a4b3feeecc3172494ad9,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_74,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/74.png,1fe064d93129c2364043ede0b8840e8a889f3da520ec50ddb9820135bae1fc5a,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
MLLM_STR_GPT-Image2-fake_75,1,MLLM,GPT Image 2,mllm::GPT_Image_2,,,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/75.png,43c79399294cec65a58958956a8194bffeee14b39066f12134122e2e79bc5c85,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
