image_id,prompt_id,generator,source_dataset,dataset_revision,label,native_path,source_hf_path,width,height,format,sha256,provenance_status
QWEN_0465_Seedream_45,465,Seedream-4.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.5/000465_dfc4eee0.jpg,images/Seedream-4.5/000465_dfc4eee0.jpg,1024,1024,JPEG,26f32ddba282b6ed86c21cf6bfa20274c69aacf295367644bfb364224a3b703a,verified
QWEN_0465_Seedream_50,465,Seedream-5.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-5.0/000465_64d95648.jpg,images/Seedream-5.0/000465_64d95648.jpg,1024,1024,JPEG,df67014eb8e502c3bd676e185cdf2bd6617a57f092e4eed9ad19a1e42f99e9eb,verified
QWEN_0465_GLM_Image,465,GLM-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GLM-Image/000465_9daa85f1.jpg,images/GLM-Image/000465_9daa85f1.jpg,1024,1024,JPEG,b72b49be88ceb9105a9e4849144b91fc7f994edc84e6175d2f1f398937003a57,verified
QWEN_0465_kling_v2_1,465,kling_v2_1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/kling_v2_1/000465_9cc288f9.jpg,images/kling_v2_1/000465_9cc288f9.jpg,1024,1024,JPEG,56d442433408487b3b1ff285646b46fcea860dad1cc8064e96fe5bedac8fc67e,verified
QWEN_0465_Qwen_Image_2512,465,Qwen-Image-2512,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2512/000465_e85ba3dc.jpg,images/Qwen-Image-2512/000465_e85ba3dc.jpg,1024,1024,JPEG,e98bfa6f6f82aaecfbfe93d95d43458abf64ffb70da88727d76a8a8e1a2399ca,verified
QWEN_0465_Qwen_Image,465,Qwen-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image/000465_d372d5c1.jpg,images/Qwen-Image/000465_d372d5c1.jpg,1024,1024,JPEG,280d5f93fb8d9a5be4354c42d256d86bb79e9a19737797e47d2854d1b01c1c62,verified
QWEN_0465_GPT_Image_1,465,GPT-Image-1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1/000465_db4990ed.png,images/GPT-Image-1/000465_db4990ed.png,1024,1024,PNG,58a61193f5f8098fb671afd19954c5c87e76aa71be0f91f3ca8317c01563f4cc,verified
QWEN_0465_GPT_Image_15,465,GPT-Image-1.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1.5/000465_686abd03.png,images/GPT-Image-1.5/000465_686abd03.png,1024,1024,PNG,a2fd1b44a313861460b0b16a3bde6f5f2bc698db1f17dccaaca20f33d463892a,verified
QWEN_0465_HunyuanImage_30,465,HunyuanImage-3.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/HunyuanImage-3.0/000465_8c29433d.png,images/HunyuanImage-3.0/000465_8c29433d.png,1024,1024,PNG,29b37080c42e0e04ddb2951baf0b8bbf5e8fcfe32d82b2bef17616bcd29035a1,verified
QWEN_0465_Imagen_40,465,Imagen-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0/000465_6899e641.png,images/Imagen-4.0/000465_6899e641.png,1024,1024,PNG,d571165e7c8d69ef1846b449a4e31e1dec6351f2ffbd641107e0f7a0355b1f75,verified
QWEN_0465_Imagen_40_Ultra,465,Imagen-4.0-Ultra,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000465_9c3decf0.png,images/Imagen-4.0-Ultra/000465_9c3decf0.png,1024,1024,PNG,99f81bc047b84ac3b90dd28f14f517d5124e6ed09200f34752aa57ad7bd7a4ff,verified
QWEN_0465_FLUX2_pro,465,FLUX.2-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2-pro/000465_82dff3ab.png,images/FLUX.2-pro/000465_82dff3ab.png,1024,1024,PNG,cea537d25a42189827f6128de1d4ad5c732a63a1daf495c97ee0899c970d3d9e,verified
QWEN_0471_Qwen_Image_20_pro,471,Qwen-Image-2.0-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000471_3ca3bac6.png,images/Qwen-Image-2.0-pro/000471_3ca3bac6.png,1024,1024,PNG,649a7fb7878e0501e24c6339574bfe34a36c7671886f2003f713dc8eba435a6c,verified
QWEN_0471_gpt_image_2,471,gpt-image-2,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/gpt-image-2/000471_faf4f5c5.png,images/gpt-image-2/000471_faf4f5c5.png,1024,1024,PNG,3d9f1b18fecca28f47a01bd0ab107bbc15876a187b2f3e584143282750feadb2,verified
QWEN_0471_FLUX2_max,471,FLUX.2_max,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2_max/000471_ab2f5aa9.jpg,images/FLUX.2_max/000471_ab2f5aa9.jpg,1024,1024,JPEG,ebd754b6a912759b1ac80bed77320abcd8a2239997e1c1ce1380b7e0b6396222,verified
QWEN_0471_nano_banana_20,471,nano-banana-2.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-2.0/000471_e87537dd.png,images/nano-banana-2.0/000471_e87537dd.png,1024,1024,PNG,eaecab3478f82764b11fd8c8af138bf6a78eb8373ebbaf095fc305b81ced32db,verified
QWEN_0471_nano_banana_pro,471,nano-banana-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-pro/000471_58ac3ef6.png,images/nano-banana-pro/000471_58ac3ef6.png,1024,1024,PNG,f811a6bf3fc8ad86b49ae00a78da8fd5623dc23d5b30e364c1535a0a732539ea,verified
QWEN_0471_Seedream_40,471,Seedream-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.0/000471_a891360a.jpg,images/Seedream-4.0/000471_a891360a.jpg,1024,1024,JPEG,998e84f401766b5d32114e8812d476a6b299f79e1d27ba3a86eab5b5ad70486c,verified
QWEN_0471_Seedream_45,471,Seedream-4.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.5/000471_73f3d9f3.jpg,images/Seedream-4.5/000471_73f3d9f3.jpg,1024,1024,JPEG,83057f83f95f286d7641977949b41c8421beacb8c3e40818fba4d225866a7ca5,verified
QWEN_0471_Seedream_50,471,Seedream-5.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-5.0/000471_04275e5d.jpg,images/Seedream-5.0/000471_04275e5d.jpg,1024,1024,JPEG,14338a0ccc576a8073f231beb49e3be5fb0a015116ee2e588e1031b5cbc51041,verified
QWEN_0471_GLM_Image,471,GLM-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GLM-Image/000471_112fc745.jpg,images/GLM-Image/000471_112fc745.jpg,1024,1024,JPEG,7f85890c7d968723313e4d38cc8400a22da2e847fec72beba73a8b75c256c8bb,verified
QWEN_0471_kling_v2_1,471,kling_v2_1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/kling_v2_1/000471_acff7a61.jpg,images/kling_v2_1/000471_acff7a61.jpg,1024,1024,JPEG,1b90cdfcdc7c521df7f0b376d8ec2382f9378359013b3a8b95e5539f094d47d2,verified
QWEN_0471_Qwen_Image_2512,471,Qwen-Image-2512,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2512/000471_e568687e.jpg,images/Qwen-Image-2512/000471_e568687e.jpg,1024,1024,JPEG,684ebb76978982737b827bc139dc2b6522b3a53f0edd95bbd54ad1b1050392c3,verified
QWEN_0471_Qwen_Image,471,Qwen-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image/000471_aff3acac.jpg,images/Qwen-Image/000471_aff3acac.jpg,1024,1024,JPEG,14a432aa905425bef5c2e546b53d05fc74f48cbe6b9f0bfe27ee594c31fc8e4c,verified
QWEN_0471_GPT_Image_1,471,GPT-Image-1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1/000471_1f427981.png,images/GPT-Image-1/000471_1f427981.png,1024,1024,PNG,819df075a5483b69b00db2e3089ec2c0913ab3301332e32be1d5a79004aa6a42,verified
QWEN_0471_GPT_Image_15,471,GPT-Image-1.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1.5/000471_66781967.png,images/GPT-Image-1.5/000471_66781967.png,1024,1024,PNG,d19001ef37f9bcc83f4cb1966c8336e76ec65cd7a77097bf2fbe0fe581161ae6,verified
QWEN_0471_HunyuanImage_30,471,HunyuanImage-3.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/HunyuanImage-3.0/000471_7d165641.png,images/HunyuanImage-3.0/000471_7d165641.png,1024,1024,PNG,61c8b5e16cc131aacf7a4f3d7e5dc53a1019583e0833a28da05b4b1d25b0b8e4,verified
QWEN_0471_Imagen_40,471,Imagen-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0/000471_5d16b504.png,images/Imagen-4.0/000471_5d16b504.png,1024,1024,PNG,251b7a97453bfd0b725bb997785501e1af921985fa83651ee2660e8cca939511,verified
QWEN_0471_Imagen_40_Ultra,471,Imagen-4.0-Ultra,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000471_fef830a4.png,images/Imagen-4.0-Ultra/000471_fef830a4.png,1024,1024,PNG,bd29bf0090349114822095bfdbae60d956c477e4cb567979c7e97b8664db1c4d,verified
QWEN_0471_FLUX2_pro,471,FLUX.2-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2-pro/000471_288d815e.png,images/FLUX.2-pro/000471_288d815e.png,1024,1024,PNG,fb92844dd272b170c439db75831d14d13f9946915b3bf4670c7f8e99029ef221,verified
QWEN_0476_Qwen_Image_20_pro,476,Qwen-Image-2.0-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000476_70460fcd.png,images/Qwen-Image-2.0-pro/000476_70460fcd.png,1024,1024,PNG,a1fc7f0567856a71992a086a45685e27d9dbc5f480f027e6b7427d8e1cdc56a2,verified
QWEN_0476_gpt_image_2,476,gpt-image-2,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/gpt-image-2/000476_2ddcb7a8.png,images/gpt-image-2/000476_2ddcb7a8.png,1024,1024,PNG,4203d8a2ea70b43ace74c3c14b90534fc9476a88e905185ca552f1ad07cdb382,verified
QWEN_0476_FLUX2_max,476,FLUX.2_max,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2_max/000476_0d24ef4d.jpg,images/FLUX.2_max/000476_0d24ef4d.jpg,1024,1024,JPEG,b37a4a8138d31e2f165da7a4ee42c11e5dcfc7fd7918cff3f0f7d149bdcda047,verified
QWEN_0476_nano_banana_20,476,nano-banana-2.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-2.0/000476_ffb9a626.jpg,images/nano-banana-2.0/000476_ffb9a626.jpg,1024,1024,JPEG,50f40eaec1e82d4354b8000c1e87fa55b86c24612492ff594c4a475191490488,verified
QWEN_0476_nano_banana_pro,476,nano-banana-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-pro/000476_5673acf7.png,images/nano-banana-pro/000476_5673acf7.png,1024,1024,PNG,65e655990280ae9f7fa34060c0fe81c843347aa35ef5ba67428f2ca4b57e000e,verified
QWEN_0476_Seedream_40,476,Seedream-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.0/000476_bba7babb.jpg,images/Seedream-4.0/000476_bba7babb.jpg,1024,1024,JPEG,2ab23dd8257df1d9a41e8c7e32d1f777a14bba94bba95395d99cb13c209f56e8,verified
QWEN_0476_Seedream_45,476,Seedream-4.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.5/000476_639a2241.jpg,images/Seedream-4.5/000476_639a2241.jpg,1024,1024,JPEG,1b239064e5170ea16511fb45edd21b0668e43057629541fb6875e109082baee5,verified
QWEN_0476_Seedream_50,476,Seedream-5.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-5.0/000476_eb9011f4.jpg,images/Seedream-5.0/000476_eb9011f4.jpg,1024,1024,JPEG,5ddda22b1aff1f6f2600fe14eeddbea54e6346cb7882a77e591dbd88fc605f04,verified
QWEN_0476_GLM_Image,476,GLM-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GLM-Image/000476_c371fe93.jpg,images/GLM-Image/000476_c371fe93.jpg,1024,1024,JPEG,12f8082ba7881ca034adbebf1cc4bc2fc61cc28a783b72cd616d8c1b5294eb5f,verified
QWEN_0476_kling_v2_1,476,kling_v2_1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/kling_v2_1/000476_4b9e2241.jpg,images/kling_v2_1/000476_4b9e2241.jpg,1024,1024,JPEG,ea613c32e0f4382bed8ce79bf2354856105423b91733505e44b4bda4ee026e7f,verified
QWEN_0476_Qwen_Image_2512,476,Qwen-Image-2512,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2512/000476_d4ad26ad.jpg,images/Qwen-Image-2512/000476_d4ad26ad.jpg,1024,1024,JPEG,c2fcdc5795c95e3ed61a512d712ffb422f2dab8b174b5ffa6b3e47152df856de,verified
QWEN_0476_Qwen_Image,476,Qwen-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image/000476_6c8c1720.jpg,images/Qwen-Image/000476_6c8c1720.jpg,1024,1024,JPEG,4a2225dd2d7123e1b87b3f9bd04d586f3c10d8bb23de3be4f07012e6ec7011f3,verified
QWEN_0476_GPT_Image_1,476,GPT-Image-1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1/000476_27addc35.png,images/GPT-Image-1/000476_27addc35.png,1024,1024,PNG,9f6f16ea9dcf35f10c2146f1fe2d7d2f182c9fb1335d3675b14f48f91be35236,verified
QWEN_0476_GPT_Image_15,476,GPT-Image-1.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1.5/000476_afb453c9.png,images/GPT-Image-1.5/000476_afb453c9.png,1024,1024,PNG,97c8ac1e9c2bc4642b7d81734b1e7b6b5e48d20e7ab67b5d3b57d48e723551b1,verified
QWEN_0476_HunyuanImage_30,476,HunyuanImage-3.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/HunyuanImage-3.0/000476_486abe46.png,images/HunyuanImage-3.0/000476_486abe46.png,1024,1024,PNG,8b9463caf5ea4b22bea7ffa127e6531bbfbbfffdf86e81c169ba9cf7c2185241,verified
QWEN_0476_Imagen_40,476,Imagen-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0/000476_ed4053ed.png,images/Imagen-4.0/000476_ed4053ed.png,1024,1024,PNG,b4a4d795b22fc84cff97393f553b9646e93443c310f502a31b696a3939e59590,verified
QWEN_0476_Imagen_40_Ultra,476,Imagen-4.0-Ultra,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000476_f0f6e348.png,images/Imagen-4.0-Ultra/000476_f0f6e348.png,1024,1024,PNG,c49df785bae872387237308369477ef94af61e7a5f01d74332d5f37eb44d87d7,verified
QWEN_0476_FLUX2_pro,476,FLUX.2-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2-pro/000476_db0b238d.png,images/FLUX.2-pro/000476_db0b238d.png,1024,1024,PNG,c7419da87f8f05fba322c7aa9f57e2ddd168b7e149ca56317e5842ae0dd24eb6,verified
QWEN_0480_Qwen_Image_20_pro,480,Qwen-Image-2.0-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000480_870e7511.png,images/Qwen-Image-2.0-pro/000480_870e7511.png,1024,1024,PNG,d54354ff9555d3804a3acc98e3096591e4bb937d9af123661f4d46bd69247d0b,verified
QWEN_0480_gpt_image_2,480,gpt-image-2,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/gpt-image-2/000480_d099e78e.png,images/gpt-image-2/000480_d099e78e.png,1024,1024,PNG,55e92ba384f0666d271a3db3cc9652db85c3e1f0415be5698690af7a7820a43c,verified
QWEN_0480_FLUX2_max,480,FLUX.2_max,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2_max/000480_f4005c8c.jpg,images/FLUX.2_max/000480_f4005c8c.jpg,1024,1024,JPEG,757a1f571ec8335be8be2ba78591ff2ec4ee37618fbdc528f6432a0a270b2809,verified
QWEN_0480_nano_banana_20,480,nano-banana-2.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-2.0/000480_9fff7033.jpg,images/nano-banana-2.0/000480_9fff7033.jpg,1024,1024,JPEG,89fc19f9a64856de1452989213c234e7bce4e1634282f4e9944ec9c20d5aae3a,verified
QWEN_0480_nano_banana_pro,480,nano-banana-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-pro/000480_4d040ccc.png,images/nano-banana-pro/000480_4d040ccc.png,1024,1024,PNG,c613f2f9685cd4862baced23246e5977d9d6d69f6bfe0f8b2f4c56f10d410b88,verified
QWEN_0480_Seedream_40,480,Seedream-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.0/000480_f86dd9c1.jpg,images/Seedream-4.0/000480_f86dd9c1.jpg,1024,1024,JPEG,c2e56b57db24886f3971d5e1ae763bde707f47d342b0847d3f31ecad328436f6,verified
QWEN_0480_Seedream_45,480,Seedream-4.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.5/000480_f468d1a0.jpg,images/Seedream-4.5/000480_f468d1a0.jpg,1024,1024,JPEG,52690ea327e7dfa7c50cd09d27649b29b0181e72e7722bae66677f1b0cf57d92,verified
QWEN_0480_Seedream_50,480,Seedream-5.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-5.0/000480_0ec6b7cf.jpg,images/Seedream-5.0/000480_0ec6b7cf.jpg,1024,1024,JPEG,4ea640bf1fdb2d047985c19a6fe2406d24a5e9dfefbed0e7abefe7891c755217,verified
QWEN_0480_GLM_Image,480,GLM-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GLM-Image/000480_b44c0754.jpg,images/GLM-Image/000480_b44c0754.jpg,1024,1024,JPEG,6f2ad4ed6f7dd2890ff4b9ac3997c039f8674186554dc30669fa71932f2cbd94,verified
QWEN_0480_kling_v2_1,480,kling_v2_1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/kling_v2_1/000480_d872ce45.jpg,images/kling_v2_1/000480_d872ce45.jpg,1024,1024,JPEG,26c98835456f92bf1b78d653a41d496ed1f738b85f0e4b4f0468764b64f30219,verified
QWEN_0480_Qwen_Image_2512,480,Qwen-Image-2512,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2512/000480_fd0b6b6c.jpg,images/Qwen-Image-2512/000480_fd0b6b6c.jpg,1024,1024,JPEG,91a5ab05f913730c6a4c4bf0f71dc9e07e395321a7a3ac8dd7efec680c597281,verified
QWEN_0480_Qwen_Image,480,Qwen-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image/000480_3f31504b.jpg,images/Qwen-Image/000480_3f31504b.jpg,1024,1024,JPEG,5619b77b8d0c3bb7d7afcba4619f25531a8527996f3be9358a142ce00707ad9a,verified
QWEN_0480_GPT_Image_1,480,GPT-Image-1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1/000480_fcfa8656.png,images/GPT-Image-1/000480_fcfa8656.png,1024,1024,PNG,851024f6f3b63904ba816abdcaaee40c0a648d5d6b6d694d3d00fe99be5da8d2,verified
QWEN_0480_GPT_Image_15,480,GPT-Image-1.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1.5/000480_6867fdc6.png,images/GPT-Image-1.5/000480_6867fdc6.png,1024,1024,PNG,6d1c059559693a8570e22a2a66bb7c4d79953c10872dfb2eeabef297b730a51a,verified
QWEN_0480_HunyuanImage_30,480,HunyuanImage-3.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/HunyuanImage-3.0/000480_7fd5a7e4.png,images/HunyuanImage-3.0/000480_7fd5a7e4.png,1024,1024,PNG,cdba614cb90d7945a700086bc9d117b4c108b355a4cdc4a41258547317f6bf20,verified
QWEN_0480_Imagen_40,480,Imagen-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0/000480_892c143f.png,images/Imagen-4.0/000480_892c143f.png,1024,1024,PNG,15b053e14bad2fb1aab2f37d86012421e73bb8691e6987624074e34e8a79e20e,verified
QWEN_0480_Imagen_40_Ultra,480,Imagen-4.0-Ultra,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000480_e91f600c.png,images/Imagen-4.0-Ultra/000480_e91f600c.png,1024,1024,PNG,14690ea729acdfe28c87a131c290d45197fce2f2a110a2738ea5af851a79d574,verified
QWEN_0480_FLUX2_pro,480,FLUX.2-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2-pro/000480_f330728f.png,images/FLUX.2-pro/000480_f330728f.png,1024,1024,PNG,21068bdc9559258e649ae4be9b7ac9f151a45d701ad85bb4d9c9fb3d5b81f62e,verified
QWEN_0507_Qwen_Image_20_pro,507,Qwen-Image-2.0-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000507_9036c41c.png,images/Qwen-Image-2.0-pro/000507_9036c41c.png,1024,1024,PNG,c6ce6b90dc98dfb65bff0b063127624a14c8ca485264fbdbf3ec26b1675aed95,verified
QWEN_0507_gpt_image_2,507,gpt-image-2,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/gpt-image-2/000507_451bd2b7.png,images/gpt-image-2/000507_451bd2b7.png,1024,1024,PNG,3b7391963c2587c0fc5448ec78b47a49140f6a8cba1f6d22b4f06e0965fbb705,verified
QWEN_0507_FLUX2_max,507,FLUX.2_max,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2_max/000507_4c0a8833.jpg,images/FLUX.2_max/000507_4c0a8833.jpg,1024,1024,JPEG,8e66433150ab16cac6aed8cfeb15be70111c742c2b9efaccee7963fcea711528,verified
QWEN_0507_nano_banana_20,507,nano-banana-2.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-2.0/000507_ca14c87d.jpg,images/nano-banana-2.0/000507_ca14c87d.jpg,1024,1024,JPEG,3ebe98b606133bb21a71d991c7076c3a2e966dbdbd91d30067149ff313716b49,verified
QWEN_0507_nano_banana_pro,507,nano-banana-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-pro/000507_c071b885.png,images/nano-banana-pro/000507_c071b885.png,1024,1024,PNG,ebb34112f8e61a483cd0a54d6952660f06039fd2a505267e68af60cf70379edd,verified
QWEN_0507_Seedream_40,507,Seedream-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.0/000507_cbac0d3c.jpg,images/Seedream-4.0/000507_cbac0d3c.jpg,1024,1024,JPEG,fcb2e4669ad852a2613f231d1524c0f7a9f5052a5d0938ce22c24339488db22c,verified
