image_id,source_dataset,dataset_revision,license,acquisition_date,domain,class_name,label,generator,native_path,source_hf_path,width,height,format,mode,sha256,provenance_verified
MLLM_STR_Nano-Banana2-fake_123,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/123.png,images/Raw/Structure Images/Nano-Banana2-fake/123.png,768,1367,PNG,RGBA,a6311c5ab017cb7031d76a5207b0be0c413cfc0ca56d3166fa5b459a574f0511,true
MLLM_STR_Nano-Banana2-fake_124,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/124.png,images/Raw/Structure Images/Nano-Banana2-fake/124.png,768,1366,PNG,RGBA,def72799c429fa6aeb70a88b959bb777fb19c67d420e351f5adde063754c2b1e,true
MLLM_STR_Nano-Banana2-fake_125,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/125.png,images/Raw/Structure Images/Nano-Banana2-fake/125.png,1024,1024,PNG,RGBA,19136632fcb94183371ffa54711675a66de3dc7cfdf82054be3a95782802a3c1,true
MLLM_STR_Nano-Banana2-fake_126,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/126.png,images/Raw/Structure Images/Nano-Banana2-fake/126.png,896,1195,PNG,RGBA,ffb1e5d4ba0cb0577ff736caa7f2bda21b204910220ab5143ced2f1271896e74,true
MLLM_STR_Nano-Banana2-fake_127,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/127.png,images/Raw/Structure Images/Nano-Banana2-fake/127.png,1024,1024,PNG,RGBA,7cc3f888b3acfa4554a1618d0e5d3adcce3ceda2917ac57d3eea4c54f1637f2e,true
MLLM_STR_Nano-Banana2-fake_128,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/128.png,images/Raw/Structure Images/Nano-Banana2-fake/128.png,768,1366,PNG,RGBA,81ba7298065ecd0c9e55fe45c0c6f30a1d1d8c93fe4ea156df914c1dd74c3845,true
MLLM_STR_Nano-Banana2-fake_129,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/129.png,images/Raw/Structure Images/Nano-Banana2-fake/129.png,896,1195,PNG,RGBA,a43af59f6c7f7f5cfa466047055e9420eef306ddf57b516366cb2b9cff142fce,true
MLLM_STR_Nano-Banana2-fake_13,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/13.png,images/Raw/Structure Images/Nano-Banana2-fake/13.png,1024,580,PNG,RGB,f60a0e0a93d3c6c10216b8c09bda8776ef57b0e24c0e42060d1858055aa6c615,true
MLLM_STR_Nano-Banana2-fake_130,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/130.png,images/Raw/Structure Images/Nano-Banana2-fake/130.png,1024,1024,PNG,RGBA,455fc9c4ba8a54f3c4ed8278ffd1b8d57339e9988386cadbd949535639846833,true
MLLM_STR_Nano-Banana2-fake_131,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/131.png,images/Raw/Structure Images/Nano-Banana2-fake/131.png,1024,1024,PNG,RGBA,a6a71ede1067a4ff4248c1e228ed94daf1234f0b469d60c04bfa996820196dfc,true
MLLM_STR_Nano-Banana2-fake_132,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/132.png,images/Raw/Structure Images/Nano-Banana2-fake/132.png,896,1195,PNG,RGBA,74fbf5109ac364cd4ec13612d4f0b8b89f393370e464f1ca7aa1ff2ae8e1c241,true
MLLM_STR_Nano-Banana2-fake_133,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/133.png,images/Raw/Structure Images/Nano-Banana2-fake/133.png,896,1195,PNG,RGBA,1e4b1a59c7c34a7954691e29b7f3b3e7674b4a7cdee75c088656a112807988b5,true
MLLM_STR_Nano-Banana2-fake_134,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/134.png,images/Raw/Structure Images/Nano-Banana2-fake/134.png,768,1367,PNG,RGBA,74bdc032f74abae2fd05ac86cda53f90307e588e8d52e0886fb1ae543a04cc8d,true
MLLM_STR_Nano-Banana2-fake_135,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/135.png,images/Raw/Structure Images/Nano-Banana2-fake/135.png,896,1193,PNG,RGBA,5b62ade4833a9e63173265816b00bf6dc1f683fa00c8b9668fc34738c324134e,true
MLLM_STR_Nano-Banana2-fake_136,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/136.png,images/Raw/Structure Images/Nano-Banana2-fake/136.png,1024,1024,PNG,RGBA,a74c838feffde9b746ce8552036f51dad1d7b5d3d6e552d2027ca0e5915f7489,true
MLLM_STR_Nano-Banana2-fake_137,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/137.png,images/Raw/Structure Images/Nano-Banana2-fake/137.png,1024,1024,PNG,RGBA,5bbc909c516c3c41bbd03895ee48dd47661fd794916fc9da91258d9137c6dfe8,true
MLLM_STR_Nano-Banana2-fake_138,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/138.png,images/Raw/Structure Images/Nano-Banana2-fake/138.png,896,1195,PNG,RGBA,5399b767083ad6db734d6ed357d8b0ff26e64ec15fa5f888f206cedd3db1e4b9,true
MLLM_STR_Nano-Banana2-fake_139,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/139.png,images/Raw/Structure Images/Nano-Banana2-fake/139.png,896,1193,PNG,RGBA,680671d7ed779811e3d9fd5f4158292370520698dea1b79dd7e908d1d7798c69,true
MLLM_STR_Nano-Banana2-fake_14,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/14.png,images/Raw/Structure Images/Nano-Banana2-fake/14.png,1024,580,PNG,RGB,7ccfad9812dc889f692ac4b9eaf7fd5c719b6dbb873ce7554a8a189754cc7952,true
MLLM_STR_Nano-Banana2-fake_140,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/140.png,images/Raw/Structure Images/Nano-Banana2-fake/140.png,768,1366,PNG,RGBA,591318ae0104ed981988f03f89e28e15b3fa08e695a4e0e8db7183c43e403930,true
MLLM_STR_Nano-Banana2-fake_141,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/141.png,images/Raw/Structure Images/Nano-Banana2-fake/141.png,896,1195,PNG,RGBA,a114267fe7b2c451a1ef5b9c17717289aa321df2711496fd25b9461812a8f85f,true
MLLM_STR_Nano-Banana2-fake_142,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/142.png,images/Raw/Structure Images/Nano-Banana2-fake/142.png,896,1195,PNG,RGBA,2e17bed3f4f227cfa8b57d687022582ac70cf27cf1e542a32cf980dd95fd8fb1,true
MLLM_STR_Nano-Banana2-fake_143,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/143.png,images/Raw/Structure Images/Nano-Banana2-fake/143.png,1024,1024,PNG,RGBA,56305bc07afbd07410c6c63e0aab770e7076bad51a3ca0284a39bf1bf000d570,true
MLLM_STR_Nano-Banana2-fake_144,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/144.png,images/Raw/Structure Images/Nano-Banana2-fake/144.png,768,1407,PNG,RGBA,8b88b1a201acb85737c5edaf449441cc1d6cbb96636528d57bd2dacc22d687d8,true
MLLM_STR_Nano-Banana2-fake_145,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/145.png,images/Raw/Structure Images/Nano-Banana2-fake/145.png,896,1195,PNG,RGBA,06b049e68bd3602c6acadeb8b90c03ea0c26d27e511cdd935706d1014f2fad9f,true
MLLM_STR_Nano-Banana2-fake_146,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/146.png,images/Raw/Structure Images/Nano-Banana2-fake/146.png,800,1333,PNG,RGBA,464e537463eb30d7337eb2ce63a8af1e180b14b99c33089ef16b66d6bbfc7ea9,true
MLLM_STR_Nano-Banana2-fake_147,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/147.png,images/Raw/Structure Images/Nano-Banana2-fake/147.png,960,1119,PNG,RGBA,5c78d8f4c3a33689b0cc343b204cfd4618827f8701744ce464966fbdb1b3e188,true
MLLM_STR_Nano-Banana2-fake_148,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/148.png,images/Raw/Structure Images/Nano-Banana2-fake/148.png,832,1252,PNG,RGBA,f7a1de9b8a02b757e0208c502a7faa3ce31dd68a79ad587cdce78d86b31efff6,true
MLLM_STR_Nano-Banana2-fake_149,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/149.png,images/Raw/Structure Images/Nano-Banana2-fake/149.png,896,1195,PNG,RGBA,50f10fc0cc48cbfd12f6f7ce3d6c7fd6a63edb205b8e302fedad5f09bad89d70,true
MLLM_STR_Nano-Banana2-fake_15,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/15.png,images/Raw/Structure Images/Nano-Banana2-fake/15.png,1024,768,PNG,RGB,6ebf7587010ea206cfa52c3bea81df562f329dc5427b04ef1b2078160dcce308,true
MLLM_STR_Nano-Banana2-fake_150,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/150.png,images/Raw/Structure Images/Nano-Banana2-fake/150.png,896,1195,PNG,RGBA,07a194f05cd2ce6ab41b3b1dd0fb1d10ef0c7003573ae6344ce76e454963e5d0,true
MLLM_STR_Nano-Banana2-fake_151,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/151.png,images/Raw/Structure Images/Nano-Banana2-fake/151.png,896,1195,PNG,RGBA,7bce6a102b9d8312d2171c7f9c3c824ad587853c83d28b1033d2f8700e0e0cbd,true
MLLM_STR_Nano-Banana2-fake_152,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/152.png,images/Raw/Structure Images/Nano-Banana2-fake/152.png,896,1195,PNG,RGBA,0b98fb4ea9b0b847370fe4c30dac3eb186e5558d0886cd776ce6554bfffb24dd,true
MLLM_STR_Nano-Banana2-fake_153,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/153.png,images/Raw/Structure Images/Nano-Banana2-fake/153.png,768,1363,PNG,RGBA,822b2356b820ec2fdfc940c2b1f8987b315c4ae45dbd24247215e71dbe664233,true
MLLM_STR_Nano-Banana2-fake_154,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/154.png,images/Raw/Structure Images/Nano-Banana2-fake/154.png,1024,1024,PNG,RGBA,6075c52452f5d627674de926ce5637078baff6b0582547dce5f2ae92d8661c0b,true
MLLM_STR_Nano-Banana2-fake_155,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/155.png,images/Raw/Structure Images/Nano-Banana2-fake/155.png,896,1195,PNG,RGBA,3181f9e204c0b970bb2898b77971645afffae12718832495dadfa5f3e1e5ffe1,true
MLLM_STR_Nano-Banana2-fake_156,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/156.png,images/Raw/Structure Images/Nano-Banana2-fake/156.png,896,1195,PNG,RGBA,e0a9018f960851b18d6ee4744957c5f7840cb8be55505cba794f21880d90be9c,true
MLLM_STR_Nano-Banana2-fake_157,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/157.png,images/Raw/Structure Images/Nano-Banana2-fake/157.png,896,1193,PNG,RGBA,e3503fe1b7c64f19c23abed1c80afc1a4e464b36b8d3140989b47e6b93f7153a,true
MLLM_STR_Nano-Banana2-fake_158,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/158.png,images/Raw/Structure Images/Nano-Banana2-fake/158.png,896,1195,PNG,RGBA,ab4479d19397f1b4f078f29fddc308ab2237bf0220e7d2f1b482b41dd7f78264,true
MLLM_STR_Nano-Banana2-fake_159,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/159.png,images/Raw/Structure Images/Nano-Banana2-fake/159.png,896,1195,PNG,RGBA,34e17494eb192a94b07bc3fffef8b90db0f093010e81811f81c262399e1f16b0,true
MLLM_STR_Nano-Banana2-fake_16,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/16.png,images/Raw/Structure Images/Nano-Banana2-fake/16.png,1024,768,PNG,RGB,f44dffb000a2401dc5f5f40e96809d019d5c26995e4a255b419c79fe67f96577,true
MLLM_STR_Nano-Banana2-fake_160,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/160.png,images/Raw/Structure Images/Nano-Banana2-fake/160.png,800,1313,PNG,RGBA,b6ff92309ec1439835005ab74b53e88b6b10dec19acb4b36d8aac62780216e59,true
MLLM_STR_Nano-Banana2-fake_161,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/161.png,images/Raw/Structure Images/Nano-Banana2-fake/161.png,896,1195,PNG,RGBA,e0b8fe53f550e46085cc085a919943a0ae90cf750cf551abc1f7526c178e0936,true
MLLM_STR_Nano-Banana2-fake_162,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/162.png,images/Raw/Structure Images/Nano-Banana2-fake/162.png,768,1367,PNG,RGBA,60273e07b965eee2749b25bb374697e7b4513c2cd34d88f8af3b3b0ea7b16b9f,true
MLLM_STR_Nano-Banana2-fake_163,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/163.png,images/Raw/Structure Images/Nano-Banana2-fake/163.png,896,1195,PNG,RGBA,75c630f0a1a927c69716b97502d3c19f252d6f6950aabc61f55476417357a1f4,true
MLLM_STR_Nano-Banana2-fake_164,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/164.png,images/Raw/Structure Images/Nano-Banana2-fake/164.png,896,1195,PNG,RGBA,bca7e98de222a5b62c299147fb043332720227a89b4d3a868b898b6809e9855a,true
MLLM_STR_Nano-Banana2-fake_165,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/165.png,images/Raw/Structure Images/Nano-Banana2-fake/165.png,800,1333,PNG,RGBA,d11a055f20fe1dbcd67bfbc8601cdbb8b08825c946057fbd7c912c386273e5ac,true
MLLM_STR_Nano-Banana2-fake_166,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/166.png,images/Raw/Structure Images/Nano-Banana2-fake/166.png,896,1195,PNG,RGBA,9fab2d7bdf4078727e67fd6ca6a0d0ac866f6c051c087d1ba12219d88ecbd579,true
MLLM_STR_Nano-Banana2-fake_167,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/167.png,images/Raw/Structure Images/Nano-Banana2-fake/167.png,960,1091,PNG,RGBA,ebdb5f3f4f02abe23458ff917019f2eecea71e9daaef1d62d8f83f834b62f7b6,true
MLLM_STR_Nano-Banana2-fake_168,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/168.png,images/Raw/Structure Images/Nano-Banana2-fake/168.png,896,1195,PNG,RGBA,0aca2552fc7547317ea8c15406719718bcfd5d210f49a9a8c08f5ac5ff461da2,true
MLLM_STR_Nano-Banana2-fake_169,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/169.png,images/Raw/Structure Images/Nano-Banana2-fake/169.png,896,1195,PNG,RGBA,d71d704f5de260d8ec2d1658ad256f6f1f0c569764d9c0af90a12fe20168acbd,true
MLLM_STR_Nano-Banana2-fake_17,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/17.png,images/Raw/Structure Images/Nano-Banana2-fake/17.png,1024,768,PNG,RGB,cb92f4d6c0ccd38a82c73e4ba358e875c8791b2d47a99fbec47bf3d9cb9eb584,true
MLLM_STR_Nano-Banana2-fake_170,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/170.png,images/Raw/Structure Images/Nano-Banana2-fake/170.png,896,1193,PNG,RGBA,57aecb6264f724da7f23043defbde8c866998ea83919d92d112f8490c0792fbe,true
MLLM_STR_Nano-Banana2-fake_171,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/171.png,images/Raw/Structure Images/Nano-Banana2-fake/171.png,1024,1024,PNG,RGBA,e9e2c9a069a8cf0f77c7e21715e93390fc785f1c8de2202d79f30d1314ab243f,true
MLLM_STR_Nano-Banana2-fake_172,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/172.png,images/Raw/Structure Images/Nano-Banana2-fake/172.png,912,1163,PNG,RGBA,3c1bd95b21e58e2c9b6cf9745b500d8dd68abcce426b427192ebe2820a6ac5ef,true
MLLM_STR_Nano-Banana2-fake_173,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/173.png,images/Raw/Structure Images/Nano-Banana2-fake/173.png,896,1193,PNG,RGBA,c0bc88ed08c39fcd3dd575ca4342a04cfb7fe71f17a354c488b7c705912a9980,true
MLLM_STR_Nano-Banana2-fake_174,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,Nano-Banana2-fake,1,Nano Banana 2,data/external_v2/public/mllm/raw/Structure Images/Nano-Banana2-fake/174.png,images/Raw/Structure Images/Nano-Banana2-fake/174.png,768,1367,PNG,RGBA,ebc769d2789e2a8ef92a437f7b6fd4d8734d8e4cb46bee0144e392ca1d8d5d21,true
